arm,system,gamma,client,model,bank,carrier_half,probe_index_within_bank,top_routed_class,top1_top2_margin,retained_across_carrier_halves
h0,hfl,0,3,Mobilenetv2,bank_a,ua,49,4,0.03200022837692057,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,50,5,0.08531905084595828,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,51,6,0.044455619816171944,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,52,8,0.05829663034699985,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,53,6,0.05074978634723416,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,54,8,0.003243659471445587,False
h0,hfl,0,3,Mobilenetv2,bank_a,ua,55,8,0.039997997707965804,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,56,6,0.07262042282388431,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,57,6,0.05058740610831168,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,58,5,0.0015878597176336579,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,59,9,0.03869088171143216,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,60,9,0.015793385077586777,False
h0,hfl,0,3,Mobilenetv2,bank_a,ua,61,0,0.04732370626907103,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,62,6,0.01712269663080862,True
h0,hfl,0,3,Mobilenetv2,bank_a,ua,63,0,0.05903899399610524,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,0,6,0.004271403158420346,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,1,6,0.022125690770469636,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,2,0,0.003272195141356904,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,3,4,0.041082834549588346,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,4,9,0.04376572781165021,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,5,0,0.010003236020298262,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,6,6,0.08812711735886435,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,7,8,0.02088000287315929,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,8,9,0.02360894156270118,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,9,5,0.03586589320151084,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,10,4,0.007486228484063717,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,11,6,0.022724432292545768,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,12,8,0.01749460028136933,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,13,0,0.0062143951069845715,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,14,5,0.049014009761454265,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,15,2,0.011494897737725274,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,16,6,0.11383643338458112,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,17,6,0.041612920805402534,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,18,4,0.01671547403015039,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,19,6,0.04860933562417828,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,20,9,0.013202026244799436,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,21,0,0.019221920696731676,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,22,4,0.010810429555656989,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,23,4,0.03299005155507323,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,24,0,0.010904605563777398,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,25,9,0.025784967987903973,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,26,2,0.03026683494212927,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,27,6,0.025766721002083326,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,28,0,0.04335171096736676,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,29,6,0.014375252965194346,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,30,6,0.04528775474371724,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,31,9,0.0006378659199815923,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,32,5,0.004346108849688474,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,33,6,0.08764129219569262,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,34,0,0.0627783732972455,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,35,5,0.023859929192261126,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,36,5,0.01133481778967578,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,37,8,0.024686879561410552,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,38,4,0.034163507130318224,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,39,9,0.014427304538499795,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,40,8,0.06739178849624936,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,41,6,0.009166096161284665,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,42,2,0.049323385488566185,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,43,8,0.030576960766659708,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,44,8,0.02127817491436884,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,45,2,0.00040327300333298233,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,46,6,0.06562132170315584,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,47,4,0.050206370959697905,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,48,6,0.05057177312896831,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,49,4,0.009744129445327779,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,50,5,0.06326556210710628,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,51,6,0.011662583910198115,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,52,8,0.04635876889552974,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,53,6,0.04864843253816793,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,54,6,0.004258647251715528,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,55,8,0.04695193446672566,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,56,6,0.07221317961109083,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,57,6,0.04685472028774054,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,58,5,0.03585499901698844,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,59,9,0.04090134322693059,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,60,5,0.006152607007001237,False
h0,hfl,0,3,Mobilenetv2,bank_a,ub,61,0,0.05113445819702831,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,62,6,0.0076780623240714635,True
h0,hfl,0,3,Mobilenetv2,bank_a,ub,63,0,0.06768710233189373,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,0,6,0.11733749080222966,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,1,6,0.011272775562845144,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,2,6,0.038494654031878725,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,3,9,0.02083048333346483,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,4,4,0.03195463834431328,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,5,2,0.0077647014942319875,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,6,6,0.03288400216451315,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,7,6,0.3225306965730023,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,8,4,0.037212914987804796,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,9,1,0.04960591495869124,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,10,6,0.008891283850586337,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,11,6,0.0027157611921012625,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,12,4,0.042778301925564796,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,13,8,0.005198341231581638,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,14,6,0.02625062146500598,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,15,4,0.117180856583926,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,16,9,0.01651779701728004,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,17,6,0.005682041405117744,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,18,4,0.04280576804562784,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,19,6,0.022301617752794434,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,20,6,0.06194050225217863,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,21,8,0.0374805119034671,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,22,9,0.09291602111132748,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,23,9,0.08807611278229026,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,24,4,0.0169146652734415,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,25,0,0.02696620072961748,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,26,0,0.04527408633424623,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,27,9,0.01103447015849595,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,28,0,0.01882421852389396,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,29,6,0.04384523763589673,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,30,9,0.11289790225826729,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,31,6,0.015968173830306673,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,32,4,0.024278315232242803,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,33,9,0.17185474266353548,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,34,6,0.008508321846861316,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,35,6,0.10029637288972747,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,36,1,0.07861226870195867,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,37,0,0.029095356199731276,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,38,0,0.04438715806118776,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,39,6,0.03729143108477864,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,40,6,0.059208010778253384,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,41,6,0.1963700596699648,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,42,6,0.03499893253925011,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,43,0,0.06524655847381133,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,44,4,0.0011968734023522498,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,45,9,0.0636092733365248,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,46,4,0.019839223720816625,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,47,5,0.006908285361131611,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,48,0,0.02271775552904945,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,49,0,0.005465774342343438,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,50,4,0.052849367096907865,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,51,4,0.011205099005986069,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,52,6,0.026106813471689083,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,53,0,0.11908538674066253,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,54,6,0.017105032502253315,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,55,9,0.11530973030120174,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,56,9,0.11948672446314737,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,57,5,0.018095067211642876,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,58,6,0.005166876978559137,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,59,0,0.004714277382679322,False
h0,hfl,0,3,Mobilenetv2,bank_b,ua,60,6,0.07030161593713025,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,61,5,0.11345296780020901,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,62,6,0.04929101680226218,True
h0,hfl,0,3,Mobilenetv2,bank_b,ua,63,9,0.05601450729805579,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,0,6,0.11495460362590257,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,1,6,0.01372711568757029,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,2,6,0.09006118032324145,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,3,9,0.014792779882341393,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,4,4,0.01103427149837441,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,5,2,0.015808273463076603,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,6,6,0.04096803598944207,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,7,6,0.277876230844769,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,8,4,0.049175126304790866,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,9,1,0.06804939729252742,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,10,6,0.002660856730393721,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,11,6,0.0009406189669406151,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,12,5,0.025241294903895505,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,13,8,0.016236254885001238,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,14,6,0.0010835866646194403,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,15,4,0.12524446769274153,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,16,9,0.030241556240214653,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,17,4,0.009249180175659677,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,18,4,0.037056327942124406,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,19,6,0.019576732325796237,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,20,6,0.02464512395326384,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,21,8,0.03370105037564128,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,22,9,0.09113032442584111,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,23,9,0.039840271567902125,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,24,4,0.0007789318318012911,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,25,0,0.007377376325526534,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,26,0,0.05747801968808003,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,27,5,0.021861668198210976,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,28,0,0.022810506437595607,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,29,6,0.0465734116296255,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,30,9,0.091207297508592,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,31,5,0.003935132977000766,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,32,4,0.012872984966916454,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,33,9,0.16968740703929458,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,34,6,0.012590206338246257,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,35,6,0.11894109800725633,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,36,1,0.10157916885928166,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,37,0,0.014026654929925969,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,38,0,0.030349054082705884,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,39,6,0.030731001642277933,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,40,6,0.07881752427966371,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,41,6,0.17458898707834036,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,42,6,0.02567167008285745,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,43,0,0.051493568649902274,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,44,4,0.007785421671967094,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,45,9,0.03989088397813325,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,46,4,0.029813564767017905,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,47,5,0.05077863276862922,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,48,0,0.008230225072510144,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,49,0,0.013894244232396352,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,50,4,0.05196581808378069,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,51,6,0.0023701490760163757,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,52,6,0.021512171410612124,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,53,0,0.12556413934202137,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,54,6,0.045146808307568904,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,55,9,0.11596505771353513,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,56,9,0.12094166098780282,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,57,6,0.013770916146340094,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,58,4,0.005793691655383862,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,59,8,0.013111910436753776,False
h0,hfl,0,3,Mobilenetv2,bank_b,ub,60,6,0.08607941050336405,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,61,5,0.09864900323926909,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,62,6,0.011588223039573256,True
h0,hfl,0,3,Mobilenetv2,bank_b,ub,63,9,0.055397825383002,True
h9,hfl,9,0,ResNet10,bank_a,ua,0,4,0.09307242827575371,True
h9,hfl,9,0,ResNet10,bank_a,ua,1,4,0.1173405572391954,True
h9,hfl,9,0,ResNet10,bank_a,ua,2,9,0.004241639825489474,True
h9,hfl,9,0,ResNet10,bank_a,ua,3,7,0.20426554711690703,True
h9,hfl,9,0,ResNet10,bank_a,ua,4,4,0.027830637835882355,True
h9,hfl,9,0,ResNet10,bank_a,ua,5,6,0.0029298821123369123,True
h9,hfl,9,0,ResNet10,bank_a,ua,6,4,0.047693147858578866,True
h9,hfl,9,0,ResNet10,bank_a,ua,7,4,0.03598284381546557,True
h9,hfl,9,0,ResNet10,bank_a,ua,8,9,0.0038480631600061876,True
h9,hfl,9,0,ResNet10,bank_a,ua,9,4,0.05971460400120904,True
h9,hfl,9,0,ResNet10,bank_a,ua,10,5,0.15290885802653262,True
h9,hfl,9,0,ResNet10,bank_a,ua,11,4,0.15189769489114535,True
h9,hfl,9,0,ResNet10,bank_a,ua,12,0,0.04666032892973304,True
h9,hfl,9,0,ResNet10,bank_a,ua,13,0,0.03945722513515787,True
h9,hfl,9,0,ResNet10,bank_a,ua,14,4,0.023947049963768507,False
h9,hfl,9,0,ResNet10,bank_a,ua,15,6,0.07925657062842495,True
h9,hfl,9,0,ResNet10,bank_a,ua,16,6,0.20613310982824287,True
h9,hfl,9,0,ResNet10,bank_a,ua,17,4,0.14306177695158678,True
h9,hfl,9,0,ResNet10,bank_a,ua,18,1,0.0006151870978648999,False
h9,hfl,9,0,ResNet10,bank_a,ua,19,7,0.01168068916085152,True
h9,hfl,9,0,ResNet10,bank_a,ua,20,0,0.03850462469865315,True
h9,hfl,9,0,ResNet10,bank_a,ua,21,5,0.21127351478589018,True
h9,hfl,9,0,ResNet10,bank_a,ua,22,4,0.06003539030386129,True
h9,hfl,9,0,ResNet10,bank_a,ua,23,7,0.022497627750728652,True
h9,hfl,9,0,ResNet10,bank_a,ua,24,0,0.11219527379045785,True
h9,hfl,9,0,ResNet10,bank_a,ua,25,4,0.0021336323208723945,True
h9,hfl,9,0,ResNet10,bank_a,ua,26,5,0.06621048994286291,True
h9,hfl,9,0,ResNet10,bank_a,ua,27,4,0.24416870051871326,True
h9,hfl,9,0,ResNet10,bank_a,ua,28,0,0.02357198509596531,True
h9,hfl,9,0,ResNet10,bank_a,ua,29,4,0.04963632045362845,True
h9,hfl,9,0,ResNet10,bank_a,ua,30,6,0.14143504735341858,True
h9,hfl,9,0,ResNet10,bank_a,ua,31,4,0.20917755223846657,True
h9,hfl,9,0,ResNet10,bank_a,ua,32,4,0.11381313829759909,True
h9,hfl,9,0,ResNet10,bank_a,ua,33,4,0.08616429891938002,True
h9,hfl,9,0,ResNet10,bank_a,ua,34,0,0.08816588183862961,True
h9,hfl,9,0,ResNet10,bank_a,ua,35,4,0.12487761325672675,True
h9,hfl,9,0,ResNet10,bank_a,ua,36,4,0.1519144802514904,True
h9,hfl,9,0,ResNet10,bank_a,ua,37,0,0.06088912865393725,True
h9,hfl,9,0,ResNet10,bank_a,ua,38,4,0.12906607101573656,True
h9,hfl,9,0,ResNet10,bank_a,ua,39,4,0.10816191600659253,True
h9,hfl,9,0,ResNet10,bank_a,ua,40,0,0.07814963094785132,True
h9,hfl,9,0,ResNet10,bank_a,ua,41,4,0.02917230758635997,True
h9,hfl,9,0,ResNet10,bank_a,ua,42,4,0.049684979670334195,True
h9,hfl,9,0,ResNet10,bank_a,ua,43,0,0.03223086923070162,True
h9,hfl,9,0,ResNet10,bank_a,ua,44,0,0.006784882209037724,False
h9,hfl,9,0,ResNet10,bank_a,ua,45,2,0.01913184648151539,False
h9,hfl,9,0,ResNet10,bank_a,ua,46,4,0.21801818681201873,True
h9,hfl,9,0,ResNet10,bank_a,ua,47,4,0.03728947316008745,True
h9,hfl,9,0,ResNet10,bank_a,ua,48,4,0.13646057868965428,True
h9,hfl,9,0,ResNet10,bank_a,ua,49,4,0.03833861986468691,True
h9,hfl,9,0,ResNet10,bank_a,ua,50,5,0.350967202834581,True
h9,hfl,9,0,ResNet10,bank_a,ua,51,4,0.03619684470807369,True
h9,hfl,9,0,ResNet10,bank_a,ua,52,4,0.008944976734575893,True
h9,hfl,9,0,ResNet10,bank_a,ua,53,6,0.004157126794882837,True
h9,hfl,9,0,ResNet10,bank_a,ua,54,1,0.0005871810286245394,True
h9,hfl,9,0,ResNet10,bank_a,ua,55,0,0.0576400441890767,True
h9,hfl,9,0,ResNet10,bank_a,ua,56,4,0.24062108975881025,True
h9,hfl,9,0,ResNet10,bank_a,ua,57,4,0.07231974568456223,True
h9,hfl,9,0,ResNet10,bank_a,ua,58,2,0.005658816788384868,False
h9,hfl,9,0,ResNet10,bank_a,ua,59,0,0.02391953664493019,True
h9,hfl,9,0,ResNet10,bank_a,ua,60,4,0.09505136010323978,True
h9,hfl,9,0,ResNet10,bank_a,ua,61,0,0.0046105206070895105,False
h9,hfl,9,0,ResNet10,bank_a,ua,62,4,0.17709737164426964,True
h9,hfl,9,0,ResNet10,bank_a,ua,63,0,0.15569974534554698,True
h9,hfl,9,0,ResNet10,bank_a,ub,0,4,0.06184438200326359,True
h9,hfl,9,0,ResNet10,bank_a,ub,1,4,0.07817812418028064,True
h9,hfl,9,0,ResNet10,bank_a,ub,2,9,0.004670096896054299,True
h9,hfl,9,0,ResNet10,bank_a,ub,3,7,0.18529776859228003,True
h9,hfl,9,0,ResNet10,bank_a,ub,4,4,0.038712740223223255,True
h9,hfl,9,0,ResNet10,bank_a,ub,5,6,0.03639757116093567,True
h9,hfl,9,0,ResNet10,bank_a,ub,6,4,0.03545653261132492,True
h9,hfl,9,0,ResNet10,bank_a,ub,7,4,0.03067340288208853,True
h9,hfl,9,0,ResNet10,bank_a,ub,8,9,0.0028005994082885843,True
h9,hfl,9,0,ResNet10,bank_a,ub,9,4,0.031617264150889446,True
h9,hfl,9,0,ResNet10,bank_a,ub,10,5,0.12575228719891493,True
h9,hfl,9,0,ResNet10,bank_a,ub,11,4,0.13970243704695873,True
h9,hfl,9,0,ResNet10,bank_a,ub,12,0,0.04442450100872897,True
h9,hfl,9,0,ResNet10,bank_a,ub,13,0,0.061399723795356076,True
h9,hfl,9,0,ResNet10,bank_a,ub,14,0,0.0007150409020924564,False
h9,hfl,9,0,ResNet10,bank_a,ub,15,6,0.10125000015326596,True
h9,hfl,9,0,ResNet10,bank_a,ub,16,6,0.19026699382462348,True
h9,hfl,9,0,ResNet10,bank_a,ub,17,4,0.11024577047794687,True
h9,hfl,9,0,ResNet10,bank_a,ub,18,9,0.00016812036836261202,False
h9,hfl,9,0,ResNet10,bank_a,ub,19,7,0.006857850324256731,True
h9,hfl,9,0,ResNet10,bank_a,ub,20,0,0.07252788908332101,True
h9,hfl,9,0,ResNet10,bank_a,ub,21,5,0.19239137593996553,True
h9,hfl,9,0,ResNet10,bank_a,ub,22,4,0.04815466365675797,True
h9,hfl,9,0,ResNet10,bank_a,ub,23,7,0.02763157598351075,True
h9,hfl,9,0,ResNet10,bank_a,ub,24,0,0.10095403242807421,True
h9,hfl,9,0,ResNet10,bank_a,ub,25,4,0.015223661230118438,True
h9,hfl,9,0,ResNet10,bank_a,ub,26,5,0.011137511302950681,True
h9,hfl,9,0,ResNet10,bank_a,ub,27,4,0.24788503333546869,True
h9,hfl,9,0,ResNet10,bank_a,ub,28,0,0.0333751514251385,True
h9,hfl,9,0,ResNet10,bank_a,ub,29,4,0.038493402159651136,True
h9,hfl,9,0,ResNet10,bank_a,ub,30,6,0.20633842185921,True
h9,hfl,9,0,ResNet10,bank_a,ub,31,4,0.20103185413023683,True
h9,hfl,9,0,ResNet10,bank_a,ub,32,4,0.07936762329031916,True
h9,hfl,9,0,ResNet10,bank_a,ub,33,4,0.0822262678733035,True
h9,hfl,9,0,ResNet10,bank_a,ub,34,0,0.09398550977504255,True
h9,hfl,9,0,ResNet10,bank_a,ub,35,4,0.11181784359595448,True
h9,hfl,9,0,ResNet10,bank_a,ub,36,4,0.12667278019528516,True
h9,hfl,9,0,ResNet10,bank_a,ub,37,0,0.05789588564949122,True
h9,hfl,9,0,ResNet10,bank_a,ub,38,4,0.12285605177000106,True
h9,hfl,9,0,ResNet10,bank_a,ub,39,4,0.11072090335439722,True
h9,hfl,9,0,ResNet10,bank_a,ub,40,0,0.0650165288350662,True
h9,hfl,9,0,ResNet10,bank_a,ub,41,4,0.028756154118586785,True
h9,hfl,9,0,ResNet10,bank_a,ub,42,4,0.036615494292215,True
h9,hfl,9,0,ResNet10,bank_a,ub,43,0,0.05412179360880526,True
h9,hfl,9,0,ResNet10,bank_a,ub,44,4,0.015372764739011169,False
h9,hfl,9,0,ResNet10,bank_a,ub,45,6,0.011285049694461285,False
h9,hfl,9,0,ResNet10,bank_a,ub,46,4,0.1967456530390132,True
h9,hfl,9,0,ResNet10,bank_a,ub,47,4,0.042288325882038194,True
h9,hfl,9,0,ResNet10,bank_a,ub,48,4,0.10359479850563824,True
h9,hfl,9,0,ResNet10,bank_a,ub,49,4,0.04673039971426357,True
h9,hfl,9,0,ResNet10,bank_a,ub,50,5,0.3027916434434297,True
h9,hfl,9,0,ResNet10,bank_a,ub,51,4,0.017527669819407787,True
h9,hfl,9,0,ResNet10,bank_a,ub,52,4,0.02546984074314701,True
h9,hfl,9,0,ResNet10,bank_a,ub,53,6,0.02317397219303849,True
h9,hfl,9,0,ResNet10,bank_a,ub,54,1,0.000537732960777193,True
h9,hfl,9,0,ResNet10,bank_a,ub,55,0,0.05918252306304733,True
h9,hfl,9,0,ResNet10,bank_a,ub,56,4,0.2092101441502216,True
h9,hfl,9,0,ResNet10,bank_a,ub,57,4,0.04990541932503001,True
h9,hfl,9,0,ResNet10,bank_a,ub,58,4,0.003383886162618782,False
h9,hfl,9,0,ResNet10,bank_a,ub,59,0,0.042207269153770786,True
h9,hfl,9,0,ResNet10,bank_a,ub,60,4,0.056415539131337566,True
