arm,system,gamma,client,model,bank,carrier_half,chi_out,top1_trace_share,top2_trace_share,top4_trace_share,effective_rank_entropy,effective_rank_participation,frobenius_norm,standardized_routing_energy,singular_values,positive_routing_strength,total_routing_strength,positive_class_concentration,total_class_concentration,mean_probe_top1_top2_margin,top1_class,top3_classes,top5_classes,cross_half_positive_profile_cosine,cross_half_total_profile_cosine,cross_half_z_cosine,cross_half_probe_top_class_retention,cross_bank_positive_profile_cosine,cross_bank_total_profile_cosine
l0,local,0,1,ResNet12,bank_b,ua,0.3472162062678966,0.5382454497566384,0.7366893744561295,0.9101634661900947,4.151206163078596,2.8800498995878216,2.2350953714263158,4.995651319371338,1.6397824829;0.995668948118;0.740948558251;0.563570145832;0.414965324827;0.315007699945;0.256419386271;0.249252420547;0.222459560407;2.6631932872e-09,0.03698844116863939,0.07805705186517718,0.15793726245111694,0.18999380377873845,0.04783747597351089,9,9;5;4,9;5;4;3;0,0.9968867678007901,0.9991787886700996,0.9809166277517796,0.84375,0.9418703175432059,0.9867570184748329
l0,local,0,1,ResNet12,bank_b,ub,0.334779535297511,0.5237743660351365,0.721607726297473,0.9094342095596664,4.254882987040411,2.9870404088718736,2.2435023875152735,5.033302962786733,1.62367332564;0.99787536213;0.78460575532;0.574265969227;0.421350569193;0.307452977392;0.266886964687;0.249934627989;0.223797800916;2.8376284402e-09,0.03670869936492038,0.0786453587935427,0.15418154227082906,0.1891017403588736,0.050775736087589035,9,9;5;4,9;5;4;3;0,0.9968867678007901,0.9991787886700996,0.9809166277517796,0.84375,0.9339701599320305,0.9890769647842005
l0,local,0,2,ShuffleNet,bank_a,ua,0.32389929135902173,0.4444829384489722,0.781215473393446,0.9283936370810276,4.026132461081731,3.0873794005571824,2.409478845343867,5.8055883061596125,1.60638879159;1.3981882803;0.727914983361;0.56973292254;0.404117081621;0.353554705897;0.287358258989;0.170644185489;0.125344766296;2.72486644911e-09,0.04836681843381012,0.09071231728374395,0.20863733513313315,0.1218951368273321,0.0444380269369859,4,4;8;6,4;8;6;0;3,0.9796008345681352,0.9885027661643029,0.9743567276235842,0.796875,0.9484767316713743,0.9685406882985569
l0,local,0,2,ShuffleNet,bank_a,ub,0.3568518980613379,0.515722487016638,0.7966584513531911,0.9383457040176093,3.759732018728865,2.8022829791010713,2.3789263043571163,5.659290361562205,1.70839787521;1.26091165241;0.719105618733;0.53360698315;0.372828940663;0.303158718873;0.275322856706;0.16495595091;0.12247364619;2.79441963956e-09,0.04652161708733953,0.08842641189940949,0.2360585669433054,0.12953709060475868,0.04846775223407518,4,4;6;8,4;6;8;0;3,0.9796008345681352,0.9885027661643029,0.9743567276235842,0.796875,0.9734235774238889,0.981915709587502
l0,local,0,2,ShuffleNet,bank_b,ua,0.3218586961550535,0.5005482377916346,0.7246268972162028,0.9116140427725875,4.263170704120501,3.1069534921472157,2.414439816016653,5.829519625166531,1.7082024984;1.14292210701;0.828689896734;0.63507345223;0.485194231644;0.359821425249;0.305594961502;0.197682175769;0.133776861391;2.15089856733e-09,0.04953203316428472,0.09108624414322702,0.239112867391135,0.13290730639249845,0.05559800503652281,4,4;6;3,4;6;3;0;8,0.9903292345440036,0.9868323234353096,0.9742312184801974,0.890625,0.9484767316713743,0.9685406882985569
l0,local,0,2,ShuffleNet,bank_b,ub,0.37314449375291986,0.5637583327855635,0.7609267028899955,0.925168330291762,3.8173129768767695,2.679926990050875,2.3942216503919767,5.732297311205679,1.79767360085;1.06312168532;0.782283489559;0.574033432046;0.433293662209;0.360471315977;0.250526205979;0.17248637434;0.136965260168;2.80840746577e-09,0.04819870049724527,0.08956714548758878,0.27288438987583913,0.14183220419174772,0.06180235525541079,4,4;6;3,4;6;3;5;0,0.9903292345440036,0.9868323234353096,0.9742312184801974,0.890625,0.9734235774238889,0.981915709587502
l0,local,0,3,Mobilenetv2,bank_a,ua,0.35854703764358475,0.4963348313332429,0.8155017970425337,0.949889644197708,3.5993365339341232,2.7890343386165846,2.365618910329127,5.596152828906771,1.66660300325;1.33645318588;0.666473542859;0.554858493399;0.401242940537;0.255092586477;0.1770632892;0.129541737734;0.078896224092;2.58904306097e-09,0.04397509617341076,0.08743988795166824,0.16612888018496336,0.11595829852225151,0.036907083082302186,0,0;4;6,0;4;6;7;8,0.9938633951239954,0.9966054133488046,0.9855860835820877,0.75,0.9415882832637124,0.9824694839201983
l0,local,0,3,Mobilenetv2,bank_a,ub,0.36528027677456304,0.5207540600236652,0.8087954993395775,0.9513021665352194,3.594447909911604,2.7376238564734336,2.3706012899543074,5.6197504759330315,1.71070391262;1.27228967444;0.659680711317;0.604709244111;0.38916114537;0.240477806383;0.201428070324;0.140232357109;0.0644617628241;2.45487258317e-09,0.04303118211566727,0.08780860118645356,0.16367248771741377,0.11266454289628379,0.02932044878856564,4,4;0;6,4;0;6;7;3,0.9938633951239954,0.9966054133488046,0.9855860835820877,0.75,0.9445176055489282,0.9838518399183529
l0,local,0,3,Mobilenetv2,bank_b,ua,0.36417258675469283,0.5491414570467882,0.7600751872119217,0.9356980561192686,3.7689736651687635,2.7459507836894255,2.433648303863439,5.9226440668973925,1.80343266924;1.11771436667;0.806306738616;0.624516761832;0.473844929029;0.306448784452;0.19165533385;0.127463696828;0.0970509719323;2.89476727866e-09,0.048228100411698734,0.09254131354527179,0.17541352898174406,0.11263327935846487,0.045666203874900765,4,4;6;7,4;6;7;0;3,0.9944330559883648,0.996449362756371,0.9836998848177106,0.8125,0.9415882832637124,0.9824694839201983
l0,local,0,3,Mobilenetv2,bank_b,ub,0.4047600576829639,0.598239678193604,0.7748177657967971,0.9427497224767949,3.516026942607106,2.470599509551406,2.4599780481545244,6.0514919974021435,1.90269351844;1.03371218627;0.76227355713;0.65968016194;0.440479085169;0.300178409521;0.196035018332;0.12336257592;0.093127013889;3.00129975148e-09,0.04822041904269597,0.09455456245940849,0.18031820153604544,0.11202747281914159,0.04248218687368783,6,6;4;7,6;4;7;3;0,0.9944330559883648,0.996449362756371,0.9836998848177106,0.8125,0.9445176055489282,0.9838518399183529
l9,local,9,0,ResNet10,bank_a,ua,0.5543229881526499,0.7205563723331447,0.8935188037685493,0.98353206010371,2.4287521634749014,1.8040023981881395,4.6169301089661285,21.316043631077978,3.91910845363;1.92012362493;1.19826178055;0.694906615808;0.505714213531;0.252739321671;0.175843668447;0.0170030124032;0.0140426739716;2.56938675664e-09,0.20552238948731513,0.3330631817355935,0.35978812793434295,0.18035724555453309,0.08398692916979124,4,4;0;6,4;0;6;2;5,0.9995850089513605,0.9996543147036102,0.9977278348625646,0.90625,0.996968745769541,0.9956492258453473
l9,local,9,0,ResNet10,bank_a,ub,0.5526398992729885,0.7182505256909023,0.8957547483981734,0.9852831914530867,2.418083892059827,1.8094965660527143,4.613122133816985,21.28089582151217,3.90960542907;1.94356601928;1.20649471581;0.670534093419;0.477449109655;0.232604719436;0.175225010624;0.0157854356574;0.0130872980261;2.43213851563e-09,0.20371313555643075,0.33251399721112757,0.36071777004036054,0.17873937558784692,0.07822648252002738,4,4;0;6,4;0;6;2;5,0.9995850089513605,0.9996543147036102,0.9977278348625646,0.90625,0.9968509862281971,0.9953977998561384
l9,local,9,0,ResNet10,bank_b,ua,0.5553754237409275,0.7247702329813981,0.8769362033429375,0.9809872416838898,2.4658434813277967,1.800583816371178,4.76837524980885,22.737402522989612,4.05948180486;1.86006960042;1.32645526667;0.778695554899;0.580450560909;0.258884552317;0.166801986863;0.0172889938999;0.0153251977478;3.03666639793e-09,0.22057870907939595,0.3552719144217125,0.3849707679348865,0.19791714133959992,0.10228911344101319,4,4;0;6,4;0;6;5;2,0.9996571942973067,0.9996746324809965,0.9977051613952065,0.875,0.996968745769541,0.9956492258453473
l9,local,9,0,ResNet10,bank_b,ub,0.553794461829599,0.7234618682094988,0.8744652214419056,0.9816759151255313,2.4663036559687868,1.8057240888513824,4.772310060532273,22.774943313857545,4.05916284943;1.85447912096;1.36808934195;0.755015909585;0.571745288433;0.252505891999;0.161658101508;0.0178599834365;0.015025749964;2.93381316642e-09,0.21972731497151507,0.35585848927902414,0.3808521981191831,0.19472649179216941,0.09826550318797203,4,4;0;6,4;0;6;5;2,0.9996571942973067,0.9996746324809965,0.9977051613952065,0.875,0.9968509862281971,0.9953977998561384
l9,local,9,1,ResNet12,bank_a,ua,0.6024650806021319,0.7608645277960175,0.906167338004612,0.9717732442319603,2.336373400771692,1.6598472379492821,4.804649469498568,23.08465652475287,4.19097796296;1.83146538754;0.881794614065;0.858445146681;0.590293413183;0.366173125774;0.284990492671;0.264400325577;0.133973045601;2.26813595224e-09,0.2212467518918342,0.36069775819926353,0.5816183690125882,0.2656293089934609,0.20455530931718113,3,3;7;5,3;7;5;9;1,0.9999478223674556,0.9989814829862449,0.9972909788423265,0.953125,0.99940288350423,0.9975923048859735
l9,local,9,1,ResNet12,bank_a,ub,0.612662877152209,0.7691374262172485,0.9057976559040369,0.9703410645214531,2.3082801665339474,1.6322190184699723,4.782776434521681,22.874950422615925,4.19451790947;1.76807691542;0.888828182663;0.828499688554;0.608663067185;0.371200979949;0.283366651137;0.267214554493;0.135961408783;2.54404520424e-09,0.2220063979965573,0.3574211003533737,0.59311050533426,0.2721312337376485,0.2043517715470791,3,3;7;5,3;7;5;9;1,0.9999478223674556,0.9989814829862449,0.9972909788423265,0.953125,0.9992436073268394,0.9979783744912523
l9,local,9,1,ResNet12,bank_b,ua,0.5992277765001354,0.7611393983674938,0.8880157366529718,0.9704004404332711,2.397368067305223,1.668814496282125,4.801500554636199,23.054407576171716,4.1889876954;1.71028033217;1.06749678873;0.871654257747;0.506625373052;0.504237428083;0.290977355207;0.252269446336;0.152210259272;2.55364079786e-09,0.22336071751665995,0.36022511837768323,0.5386136095302408,0.24956374480367682,0.20114688246627566,3,3;7;1,3;7;1;5;9,0.9999834666198948,0.9988244698879999,0.9972562903585998,0.984375,0.99940288350423,0.9975923048859735
l9,local,9,1,ResNet12,bank_b,ub,0.5984974324754226,0.7602373114833811,0.890624861961862,0.9702665728358247,2.395524949527123,1.6708509439418426,4.792306455192162,22.966201160476473,4.17848812673;1.73046430564;1.03459951966;0.871017443343;0.517084057004;0.497314106196;0.275519850434;0.259779117405;0.157385670853;3.0409987256e-09,0.224691554784992,0.35884689313244467,0.5401572845950003,0.2519124118767883,0.20276793549408367,3,3;7;1,3;7;1;5;9,0.9999834666198948,0.9988244698879999,0.9972562903585998,0.984375,0.9992436073268394,0.9979783744912523
l9,local,9,2,ShuffleNet,bank_a,ua,0.6133793236481947,0.7709100991551807,0.8842097525835729,0.9854799054747244,2.2656890288113924,1.6303125349101633,4.218257337642863,17.793694966577842,3.70369263722;1.41986600527;1.1421147471;0.705368070028;0.391260728454;0.202495166777;0.174202795533;0.144852432097;0.113789461783;3.05861021757e-09,0.15531961491584123,0.2780264838527789,0.2529823491683988,0.1270779657589956,0.043802200855033786,6,6;2;4,6;2;4;8;0,0.9976642133660681,0.9947112436510783,0.9947947787852026,0.859375,0.9944168397725253,0.9895491925245655
l9,local,9,2,ShuffleNet,bank_a,ub,0.6121349327815412,0.7699037580742341,0.881986969477275,0.9858140620443334,2.2639570909145372,1.6336267486881795,4.114911521675153,16.932496831214927,3.61059454161;1.37762426732;1.14820377729;0.663083706403;0.382264417822;0.201615170999;0.160109426126;0.132638194712;0.100998357119;2.41352123269e-09,0.14719360373410087,0.2645702629877331,0.24164527975384292,0.1259525379358585,0.0431287078657562,6,6;2;4,6;2;4;8;0,0.9976642133660681,0.9947112436510783,0.9947947787852026,0.859375,0.993379434626441,0.9866936041855333
l9,local,9,2,ShuffleNet,bank_b,ua,0.5741889882783524,0.7425859862888473,0.8542255940137135,0.9845621299363168,2.4376026529340544,1.7415868649739474,4.3629885351733275,19.035668958053897,3.75973682694;1.45778414563;1.34011854938;0.82772303615;0.416358555973;0.222952352033;0.195055451269;0.139853418138;0.114901600967;2.84106782518e-09,0.16776382442883295,0.2974323274695921,0.2615312767812366,0.13297149299232047,0.04959002201669392,6,6;2;4,6;2;4;5;8,0.9983466306290053,0.99634385622731,0.9958936419396714,0.796875,0.9944168397725253,0.9895491925245655
l9,local,9,2,ShuffleNet,bank_b,ub,0.5762889028874468,0.7435785108864793,0.8621244740950323,0.9848462467209627,2.417045985843636,1.7352407707104012,4.228564208234822,17.880755263164584,3.64633314058;1.45591598507;1.27245411028;0.758431617899;0.398899329349;0.227655746302;0.180961962218;0.131022986562;0.100491219236;2.87123693437e-09,0.1573812498059246,0.2793868009869467,0.25464375737721734,0.1303622696185781,0.0470425403434972,6,6;2;4,6;2;4;9;8,0.9983466306290053,0.99634385622731,0.9958936419396714,0.796875,0.993379434626441,0.9866936041855333
l9,local,9,3,Mobilenetv2,bank_a,ua,0.7082527923999021,0.8342244376500324,0.9399347319698543,0.9844907391453465,1.8996272763905235,1.4119252486250082,4.516071088577243,20.394898077083244,4.12479361657;1.46831559222;0.764099776947;0.569970837794;0.362730001261;0.326106796531;0.197882610464;0.157275025596;0.120408208282;2.37680398307e-09,0.1784069814617632,0.31867028245442564,0.4216485922874199,0.198123986112203,0.16369221995211702,5,5;9;1,5;9;1;6;3,0.9995454354841188,0.9994783905862449,0.9962902892658932,0.921875,0.994630626699714,0.9968775258437343
l9,local,9,3,Mobilenetv2,bank_a,ub,0.707018208110879,0.8339148231126136,0.9352002026234455,0.98438065928019,1.9141532617396901,1.414390730714759,4.4184073457888235,19.522323473320647,4.03484261477;1.40617422176;0.762841862626;0.614970792838;0.369506051088;0.323388633636;0.18158854507;0.132136016676;0.115657101863;2.80300341195e-09,0.1708470900800204,0.30503630427063505,0.42779787783941403,0.1988983399488692,0.16030762798279044,5,5;9;1,5;9;1;6;3,0.9995454354841188,0.9994783905862449,0.9962902892658932,0.921875,0.9935806080712172,0.9955902695511297
l9,local,9,3,Mobilenetv2,bank_b,ua,0.7460022242990262,0.8597232614616442,0.9299639530638159,0.9870445731123698,1.8007570694386261,1.3404785769081318,4.5636150985254185,20.826582767489157,4.23144155838;1.20949310759;0.91226061944;0.59713886164;0.361241587994;0.26256014628;0.18207778986;0.155374257356;0.114413607766;3.05180958947e-09,0.17810277998882795,0.32541535574201813,0.3699782685780886,0.18082118851745596,0.14441176364229852,5,5;9;1,5;9;1;4;7,0.999711006707361,0.9995517172044343,0.995835414810651,0.921875,0.994630626699714,0.9968775258437343
l9,local,9,3,Mobilenetv2,bank_b,ub,0.7425409419512902,0.8580057318558019,0.9214424041314355,0.9857990609628554,1.8271343528136663,1.3467270873587092,4.458220415941628,19.875729277118737,4.1295871034;1.12287582768;0.916775061195;0.662313351469;0.367303257595;0.284975936616;0.198140039811;0.130719541392;0.0989139950375;2.41295055641e-09,0.1690117936144949,0.3105582699549804,0.3684580705149729,0.1774887899310447,0.14330013912960662,5,5;9;1,5;9;1;4;7,0.999711006707361,0.9995517172044343,0.995835414810651,0.921875,0.9935806080712172,0.9955902695511297
