arm,system,gamma,client,model,bank,carrier_half,class_index,positive_routing_energy,total_routing_norm_sq,positive_profile_share,total_profile_share,cross_half_positive_profile_cosine,cross_bank_positive_profile_cosine,probe_top_class_count,probe_top_class_fraction,mean_margin_when_top
h0,hfl,0,1,ResNet12,bank_a,ub,3,0.009719451320115882,0.011258102916445151,0.24834280885742588,0.14849017059622863,0.9834185890651166,0.9831723776233816,18,0.28125,0.04989209511419734
h0,hfl,0,1,ResNet12,bank_a,ub,4,0.004457374631214279,0.005745227702000148,0.11389088741610044,0.07577740654138182,0.9834185890651166,0.9831723776233816,9,0.140625,0.02285776274445837
h0,hfl,0,1,ResNet12,bank_a,ub,5,0.005664846579393828,0.008708576294544823,0.14474314083567746,0.11486286714774087,0.9834185890651166,0.9831723776233816,9,0.140625,0.013216449603346184
h0,hfl,0,1,ResNet12,bank_a,ub,6,0.0004910984810564647,0.0005787638653839125,0.012548113282769514,0.00763367911482252,0.9834185890651166,0.9831723776233816,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_a,ub,7,0.0022685485653821786,0.006302779016196966,0.05796394304588966,0.08313130003264678,0.9834185890651166,0.9831723776233816,2,0.03125,0.029447434255965698
h0,hfl,0,1,ResNet12,bank_a,ub,8,0.007056242872755498,0.011109391496678863,0.18029486616940013,0.14652872253925206,0.9834185890651166,0.9831723776233816,11,0.171875,0.06550395429022474
h0,hfl,0,1,ResNet12,bank_a,ub,9,0.0003345836474994755,0.0019874919655666922,0.008548984925292257,0.026214276349751087,0.9834185890651166,0.9831723776233816,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_b,ua,0,0.003771374717826998,0.009362918949980321,0.12064341036473679,0.15293549576292312,0.968468915772895,0.9745016304650091,10,0.15625,0.045146023073201695
h0,hfl,0,1,ResNet12,bank_b,ua,1,0.001112333679198593,0.007834792639931202,0.03558270884294273,0.12797482312821878,0.968468915772895,0.9745016304650091,4,0.0625,0.03889580885409149
h0,hfl,0,1,ResNet12,bank_b,ua,2,0.0036909609663406564,0.005843700879025385,0.1180710355822266,0.09545199481042771,0.968468915772895,0.9745016304650091,8,0.125,0.027197614878309174
h0,hfl,0,1,ResNet12,bank_b,ua,3,0.008837696356454537,0.009257840923489531,0.28271118835548004,0.15121913357277597,0.968468915772895,0.9745016304650091,17,0.265625,0.03460803050923134
h0,hfl,0,1,ResNet12,bank_b,ua,4,0.0031437327087900737,0.007254085571164336,0.10056561960571654,0.11848945601894982,0.968468915772895,0.9745016304650091,7,0.109375,0.023957183995552408
h0,hfl,0,1,ResNet12,bank_b,ua,5,0.00613862365787706,0.008349549957681519,0.1963699044624916,0.13638295589197647,0.968468915772895,0.9745016304650091,11,0.171875,0.017688506544949557
h0,hfl,0,1,ResNet12,bank_b,ua,6,0.0007237575493902644,0.0008133856750513425,0.023152453831470837,0.013285978670219975,0.968468915772895,0.9745016304650091,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_b,ua,7,0.0009232190144155425,0.0033415424320751043,0.029533074474455186,0.05458131712902674,0.968468915772895,0.9745016304650091,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_b,ua,8,0.0026061886049365593,0.0070415231788676855,0.08336999234444288,0.11501742608681957,0.968468915772895,0.9745016304650091,6,0.09375,0.029965004184288435
h0,hfl,0,1,ResNet12,bank_b,ua,9,0.00031262424974538085,0.002122019184287475,0.010000612104047645,0.034661418912327636,0.968468915772895,0.9745016304650091,1,0.015625,0.007157043566164499
h0,hfl,0,1,ResNet12,bank_b,ub,0,0.003793371017219767,0.010103949316870227,0.12702396254774023,0.17173426402361774,0.968468915772895,0.9831723776233816,8,0.125,0.04719905745753557
h0,hfl,0,1,ResNet12,bank_b,ub,1,0.0011802328213423717,0.007534982700975575,0.03952100889031541,0.12807018998226352,0.968468915772895,0.9831723776233816,4,0.0625,0.026127043925016462
h0,hfl,0,1,ResNet12,bank_b,ub,2,0.0022634807317532925,0.00636878939613669,0.0757944030237485,0.10824869814427662,0.968468915772895,0.9831723776233816,5,0.078125,0.021197790319296982
h0,hfl,0,1,ResNet12,bank_b,ub,3,0.006654212960253858,0.007252295587482669,0.22282146776865216,0.12326542880797618,0.968468915772895,0.9831723776233816,13,0.203125,0.04100428518710737
h0,hfl,0,1,ResNet12,bank_b,ub,4,0.003610233952802309,0.006265318919720126,0.12089147629578482,0.10649003669831088,0.968468915772895,0.9831723776233816,11,0.171875,0.032074040589920146
h0,hfl,0,1,ResNet12,bank_b,ub,5,0.005738161132444271,0.008094734409882709,0.1921467637812851,0.137584147817011,0.968468915772895,0.9831723776233816,13,0.203125,0.03216328655118182
h0,hfl,0,1,ResNet12,bank_b,ub,6,0.0004483338066489926,0.0005936633045101006,0.015012804285726454,0.010090344624714673,0.968468915772895,0.9831723776233816,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_b,ub,7,0.001433870122526607,0.003354863747835732,0.04801425009980548,0.05702176827749078,0.968468915772895,0.9831723776233816,1,0.015625,0.01028469794724033
h0,hfl,0,1,ResNet12,bank_b,ub,8,0.0044185473518120666,0.007441395519963285,0.1479584756629874,0.12647951240173017,0.968468915772895,0.9831723776233816,9,0.140625,0.050462210319813974
h0,hfl,0,1,ResNet12,bank_b,ub,9,0.0003229845540846675,0.0018247968466109747,0.01081538761046861,0.031015609205611694,0.968468915772895,0.9831723776233816,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_a,ua,0,0.00464270902100946,0.015469516648300758,0.10720621157292885,0.18207924479194462,0.9971065472991882,0.9544218621790614,1,0.015625,0.07525203102326224
h0,hfl,0,2,ShuffleNet,bank_a,ua,1,0.0005699520377736615,0.00863329849315979,0.013160936528970676,0.10161561640457833,0.9971065472991882,0.9544218621790614,1,0.015625,0.007962571832125245
h0,hfl,0,2,ShuffleNet,bank_a,ua,2,0.00021814632552409377,0.0018853637371259706,0.005037283409785623,0.022191100938614216,0.9971065472991882,0.9544218621790614,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_a,ua,3,0.009409407540692067,0.012398003828492135,0.21727550251771216,0.14592693652567687,0.9971065472991882,0.9544218621790614,16,0.25,0.05929291762236022
h0,hfl,0,2,ShuffleNet,bank_a,ua,4,0.0010378545632840088,0.0014994286859710546,0.0239654166112618,0.017648569697940545,0.9971065472991882,0.9544218621790614,1,0.015625,0.006484729394577785
h0,hfl,0,2,ShuffleNet,bank_a,ua,5,0.0007236039048903765,0.001225515622250544,0.01670895870743331,0.014424559218831182,0.9971065472991882,0.9544218621790614,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_a,ua,6,0.008675150146736687,0.01001379596691649,0.20032054084142503,0.11786434241027535,0.9971065472991882,0.9544218621790614,13,0.203125,0.07899637407048822
h0,hfl,0,2,ShuffleNet,bank_a,ua,7,0.0032946745062949253,0.008736200511512356,0.07607833499524178,0.10282679334146475,0.9971065472991882,0.9544218621790614,10,0.15625,0.027279353238028513
h0,hfl,0,2,ShuffleNet,bank_a,ua,8,0.012800473434718159,0.016103867371251284,0.29557964047845375,0.18954567720828927,0.9971065472991882,0.9544218621790614,17,0.265625,0.06239081735286199
h0,hfl,0,2,ShuffleNet,bank_a,ua,9,0.0019343719928777239,0.008995360688515657,0.04466717431369575,0.1058771594506147,0.9971065472991882,0.9544218621790614,5,0.078125,0.021428476298215753
h0,hfl,0,2,ShuffleNet,bank_a,ub,0,0.004359194320359464,0.015032763635501638,0.10672100646239958,0.18751156966064098,0.9971065472991882,0.9585693818360984,1,0.015625,0.07478015756803504
h0,hfl,0,2,ShuffleNet,bank_a,ub,1,0.0004886276654185476,0.007613128259897964,0.01196249407724039,0.09496255410215625,0.9971065472991882,0.9585693818360984,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_a,ub,2,0.0001322532630404992,0.0018519571181287865,0.0032378004517253714,0.02310043546114319,0.9971065472991882,0.9585693818360984,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_a,ub,3,0.008045154846550487,0.011402627674306665,0.1969600250118971,0.14223097397844225,0.9971065472991882,0.9585693818360984,15,0.234375,0.05429011084204706
h0,hfl,0,2,ShuffleNet,bank_a,ub,4,0.001024232902989605,0.0014922861110587022,0.02507508457433078,0.018614069764694555,0.9971065472991882,0.9585693818360984,1,0.015625,0.001994389262811813
h0,hfl,0,2,ShuffleNet,bank_a,ub,5,0.0006350858061899625,0.0011833868117454634,0.015548055774900229,0.014761006290423763,0.9971065472991882,0.9585693818360984,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_a,ub,6,0.009165621047908377,0.01021211034865124,0.22439107578142448,0.12738102503660967,0.9971065472991882,0.9585693818360984,19,0.296875,0.06249947266422138
h0,hfl,0,2,ShuffleNet,bank_a,ub,7,0.0032949163992016563,0.007010989472579375,0.08066554700026998,0.08745176021878687,0.9971065472991882,0.9585693818360984,10,0.15625,0.028184634668005675
h0,hfl,0,2,ShuffleNet,bank_a,ub,8,0.012323685883414655,0.015366899904328539,0.3017062475654963,0.19167942713299,0.9971065472991882,0.9585693818360984,15,0.234375,0.07309335004464594
h0,hfl,0,2,ShuffleNet,bank_a,ub,9,0.0013778658863606397,0.009003643186580175,0.03373266327583398,0.11230717834163874,0.9971065472991882,0.9585693818360984,3,0.046875,0.020335959796621363
h0,hfl,0,2,ShuffleNet,bank_b,ua,0,0.004283635886802037,0.023353239073242972,0.10006893837777821,0.2593961371657803,0.9952759579165733,0.9544218621790614,3,0.046875,0.07615566930054445
h0,hfl,0,2,ShuffleNet,bank_b,ua,1,0.003079646902745478,0.008647007376128734,0.07194285515387801,0.0960466470786798,0.9952759579165733,0.9544218621790614,4,0.0625,0.029412426416467
h0,hfl,0,2,ShuffleNet,bank_b,ua,2,5.75550030402684e-05,0.0032093956297128265,0.0013445279208521167,0.03564836665154893,0.9952759579165733,0.9544218621790614,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_b,ua,3,0.006396607024721119,0.01243310235708264,0.14942952461385575,0.13810070261770066,0.9952759579165733,0.9544218621790614,12,0.1875,0.05509747311466525
h0,hfl,0,2,ShuffleNet,bank_b,ua,4,0.0020520084840227847,0.002322344729662384,0.04793645304238337,0.025795447481713158,0.9952759579165733,0.9544218621790614,2,0.03125,0.026918537186513228
h0,hfl,0,2,ShuffleNet,bank_b,ua,5,0.0013550034267363169,0.0019228843796691587,0.031653893560263074,0.021358441059856483,0.9952759579165733,0.9544218621790614,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_b,ua,6,0.010526682308307644,0.011897679330654137,0.24591117244068578,0.13215349056846099,0.9952759579165733,0.9544218621790614,20,0.3125,0.06897297398321266
h0,hfl,0,2,ShuffleNet,bank_b,ua,7,0.0020561155503292087,0.007572809296344331,0.048032397183293496,0.08411499033620126,0.9952759579165733,0.9544218621790614,3,0.046875,0.026782622276064868
h0,hfl,0,2,ShuffleNet,bank_b,ua,8,0.009656201617895748,0.01216756968418866,0.22557609241293283,0.13515129806512532,0.9952759579165733,0.9544218621790614,17,0.265625,0.06794783016321783
h0,hfl,0,2,ShuffleNet,bank_b,ua,9,0.0033433923154713623,0.006503215795751251,0.07810414527071653,0.07223447896382565,0.9952759579165733,0.9544218621790614,3,0.046875,0.05367874918899628
h0,hfl,0,2,ShuffleNet,bank_b,ub,0,0.0037629753913229827,0.02322497326921368,0.09014870573997845,0.26152912442258214,0.9952759579165733,0.9585693818360984,3,0.046875,0.058764875694646966
h0,hfl,0,2,ShuffleNet,bank_b,ub,1,0.002686852185478509,0.00783930482361275,0.06436827824971823,0.08827594774108345,0.9952759579165733,0.9585693818360984,3,0.046875,0.032205047130322975
h0,hfl,0,2,ShuffleNet,bank_b,ub,2,4.3689231329377984e-05,0.0030666051014941976,0.0010466525155066826,0.034532076220157235,0.9952759579165733,0.9585693818360984,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_b,ub,3,0.005308389071227987,0.012584189886290502,0.12717181341098358,0.14170660712413793,0.9952759579165733,0.9585693818360984,9,0.140625,0.04276128674269694
h0,hfl,0,2,ShuffleNet,bank_b,ub,4,0.0022203652592631407,0.002516252775222709,0.05319276199736473,0.02833473164863486,0.9952759579165733,0.9585693818360984,2,0.03125,0.02882403023120688
h0,hfl,0,2,ShuffleNet,bank_b,ub,5,0.0013378330733908729,0.0019914673736816453,0.03205014849164958,0.02242528818086917,0.9952759579165733,0.9585693818360984,0,0.0,0.0
h0,hfl,0,2,ShuffleNet,bank_b,ub,6,0.011195007027511755,0.012197297745757818,0.2681961185840573,0.13734993632901513,0.9952759579165733,0.9585693818360984,23,0.359375,0.05816695589493505
h0,hfl,0,2,ShuffleNet,bank_b,ub,7,0.002606347961857281,0.00615718817109275,0.062439657727035525,0.06933416080291083,0.9952759579165733,0.9585693818360984,4,0.0625,0.04247364244983846
h0,hfl,0,2,ShuffleNet,bank_b,ub,8,0.009833306373426515,0.012478722092604453,0.23557418014296952,0.14051896744775316,0.9952759579165733,0.9585693818360984,17,0.265625,0.07139210990515277
h0,hfl,0,2,ShuffleNet,bank_b,ub,9,0.00274710260116539,0.006748537529816638,0.06581168311677967,0.07599316007159546,0.9952759579165733,0.9585693818360984,3,0.046875,0.05762557325939847
h0,hfl,0,3,Mobilenetv2,bank_a,ua,0,0.008455965641574888,0.013945006988664794,0.21824976601659207,0.18198484373982082,0.9969957319081836,0.927078503446126,8,0.125,0.03387541676999439
h0,hfl,0,3,Mobilenetv2,bank_a,ua,1,0.0005070713326056454,0.008554756767484533,0.013087588619186035,0.11164111103195018,0.9969957319081836,0.927078503446126,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_a,ua,2,0.0011885249685579622,0.00455901924701423,0.030676011148543576,0.059496019324272835,0.9969957319081836,0.927078503446126,2,0.03125,0.03370359047271393
h0,hfl,0,3,Mobilenetv2,bank_a,ua,3,0.0016894246560050842,0.002039177346737277,0.04360430866262357,0.026611630320831973,0.9969957319081836,0.927078503446126,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_a,ua,4,0.00529907048683898,0.005745481983943933,0.13676981942450736,0.07497957096098276,0.9969957319081836,0.927078503446126,9,0.140625,0.023859306952784192
h0,hfl,0,3,Mobilenetv2,bank_a,ua,5,0.001433402004961713,0.012551594067144912,0.036996324896649266,0.1638005550554218,0.9969957319081836,0.927078503446126,5,0.078125,0.02392186170860473
h0,hfl,0,3,Mobilenetv2,bank_a,ua,6,0.008482151337742388,0.010126022669465953,0.21892562283812877,0.13214641302844465,0.9969957319081836,0.927078503446126,22,0.34375,0.0471544668454672
h0,hfl,0,3,Mobilenetv2,bank_a,ua,7,0.0005182684640615775,0.0009068023633017361,0.013376588293959909,0.011833933573680297,0.9969957319081836,0.927078503446126,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_a,ua,8,0.008348999026759014,0.0128868507411464,0.21548894133438543,0.16817571481550553,0.9969957319081836,0.927078503446126,9,0.140625,0.03090662495757215
h0,hfl,0,3,Mobilenetv2,bank_a,ua,9,0.0028215651824435996,0.005312586571027169,0.07282502873961386,0.0693302081360391,0.9969957319081836,0.927078503446126,9,0.140625,0.03051383132852316
h0,hfl,0,3,Mobilenetv2,bank_a,ub,0,0.008021169992466845,0.013233976546186134,0.21576016568778678,0.17794040684466794,0.9969957319081836,0.9252605727011622,9,0.140625,0.0305075552580759
h0,hfl,0,3,Mobilenetv2,bank_a,ub,1,0.0005775142325588021,0.00961708658700222,0.015534462755553825,0.1293086997683051,0.9969957319081836,0.9252605727011622,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_a,ub,2,0.0015437984911096903,0.004498620583054567,0.04152638811335587,0.06048721440565173,0.9969957319081836,0.9252605727011622,4,0.0625,0.022872097792938428
h0,hfl,0,3,Mobilenetv2,bank_a,ub,3,0.001954167083569858,0.0022795808712394706,0.05256482709238561,0.03065061708761841,0.9969957319081836,0.9252605727011622,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_a,ub,4,0.004903711553575138,0.0053453191748557265,0.13190415092538127,0.07187169067203325,0.9969957319081836,0.9252605727011622,8,0.125,0.025399878213734572
h0,hfl,0,3,Mobilenetv2,bank_a,ub,5,0.0020512329902896056,0.009953682633725423,0.055175787355808116,0.13383447758627276,0.9969957319081836,0.9252605727011622,8,0.125,0.028711740865710805
h0,hfl,0,3,Mobilenetv2,bank_a,ub,6,0.0076870052843164,0.009550843479013355,0.2067715227759343,0.12841801316741408,0.9969957319081836,0.9252605727011622,20,0.3125,0.041552658560877136
h0,hfl,0,3,Mobilenetv2,bank_a,ub,7,0.00045005028868809363,0.0009381252237170768,0.012105830564166382,0.01261377359986096,0.9969957319081836,0.9252605727011622,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_a,ub,8,0.007986544538925286,0.013133065028463725,0.21482878116406295,0.17658357834673524,0.9969957319081836,0.9252605727011622,8,0.125,0.03445238878193406
h0,hfl,0,3,Mobilenetv2,bank_a,ub,9,0.002001130315487083,0.005822782303427736,0.05382808353866597,0.07829152850799465,0.9969957319081836,0.9252605727011622,7,0.109375,0.023189739613209536
h0,hfl,0,3,Mobilenetv2,bank_b,ua,0,0.00657609181089541,0.01635005193027931,0.16145467810411593,0.20360057745533136,0.996311772795743,0.927078503446126,10,0.15625,0.03817767723172228
h0,hfl,0,3,Mobilenetv2,bank_b,ua,1,0.0014797122245896236,0.006546501525306796,0.03632955070852533,0.08152093317797197,0.996311772795743,0.927078503446126,2,0.03125,0.06410909183032495
h0,hfl,0,3,Mobilenetv2,bank_b,ua,2,0.0006085691560802302,0.0034463415370739286,0.014941448511444725,0.042915895927956194,0.996311772795743,0.927078503446126,1,0.015625,0.0077647014942319875
h0,hfl,0,3,Mobilenetv2,bank_b,ua,3,0.00171344366190438,0.0020293660207021556,0.04206807064706129,0.02527087347765558,0.996311772795743,0.927078503446126,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_b,ua,4,0.005967930333983979,0.006422428462884392,0.14652323883689425,0.07997590156195182,0.996311772795743,0.927078503446126,11,0.171875,0.0362014566926349
h0,hfl,0,3,Mobilenetv2,bank_b,ua,5,0.0012768760302466224,0.014502930608722446,0.0313495635965367,0.18059912343532522,0.996311772795743,0.927078503446126,3,0.046875,0.0461521067909945
h0,hfl,0,3,Mobilenetv2,bank_b,ua,6,0.012072139888480615,0.012821111270772859,0.29639237342963787,0.1596561080955428,0.996311772795743,0.927078503446126,24,0.375,0.0547816392924661
h0,hfl,0,3,Mobilenetv2,bank_b,ua,7,0.0006726284927766398,0.0010789642149017522,0.016514218461028764,0.013435904555190132,0.996311772795743,0.927078503446126,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_b,ua,8,0.00464184497430022,0.00992833137893921,0.1139654992184187,0.12363349122924636,0.996311772795743,0.927078503446126,2,0.03125,0.02133942656752437
h0,hfl,0,3,Mobilenetv2,bank_b,ua,9,0.005721028340424654,0.00717851901204539,0.1404613584617847,0.08939119107137591,0.996311772795743,0.927078503446126,11,0.171875,0.07895888770214464
h0,hfl,0,3,Mobilenetv2,bank_b,ub,0,0.006129608430906819,0.017039673731982063,0.15588456093338932,0.21825462483499153,0.996311772795743,0.9252605727011622,9,0.140625,0.03680264319562935
h0,hfl,0,3,Mobilenetv2,bank_b,ub,1,0.0017397915618079924,0.006625136491227254,0.044245345650559285,0.08485882430128086,0.996311772795743,0.9252605727011622,2,0.03125,0.08481428307590454
h0,hfl,0,3,Mobilenetv2,bank_b,ub,2,0.0008757292613624383,0.003518147348676086,0.022271026435502543,0.045062595785406646,0.996311772795743,0.9252605727011622,1,0.015625,0.015808273463076603
h0,hfl,0,3,Mobilenetv2,bank_b,ub,3,0.002101944672633501,0.002376876721102143,0.05345540846420359,0.030444499419580735,0.996311772795743,0.9252605727011622,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_b,ub,4,0.005749164500740567,0.006143968228105869,0.1462093368661049,0.07869572514798229,0.996311772795743,0.9252605727011622,11,0.171875,0.03097907150823256
h0,hfl,0,3,Mobilenetv2,bank_b,ub,5,0.0016492286543716437,0.010615650943465546,0.041942203578484404,0.13597178857343015,0.996311772795743,0.9252605727011622,5,0.078125,0.04009314641740111
h0,hfl,0,3,Mobilenetv2,bank_b,ub,6,0.011383241166082664,0.012246141020204973,0.2894918282587852,0.15685610863690747,0.996311772795743,0.9252605727011622,23,0.359375,0.05455981141972529
h0,hfl,0,3,Mobilenetv2,bank_b,ub,7,0.0006830207021924832,0.0011459657075320907,0.017370176817956853,0.01467823383858236,0.996311772795743,0.9252605727011622,0,0.0,0.0
h0,hfl,0,3,Mobilenetv2,bank_b,ub,8,0.004673794010633547,0.01099428439655166,0.11886115327809442,0.1408215587951558,0.996311772795743,0.9252605727011622,3,0.046875,0.021016405232465434
h0,hfl,0,3,Mobilenetv2,bank_b,ub,9,0.0043359364195219435,0.007366607459517494,0.11026895969148821,0.09435604065387355,0.996311772795743,0.9252605727011622,10,0.15625,0.0769095064726659
h9,hfl,9,0,ResNet10,bank_a,ua,0,0.07097795650220849,0.07140066653808488,0.34535388907710174,0.21437574146082844,0.9995850089513605,0.996968745769541,14,0.21875,0.0548914055226263
h9,hfl,9,0,ResNet10,bank_a,ua,1,0.0032245777995498917,0.01658867222396939,0.01568966674423189,0.049806382493183275,0.9995850089513605,0.996968745769541,2,0.03125,0.0006011840632447196
h9,hfl,9,0,ResNet10,bank_a,ua,2,0.005934648980991258,0.009414707022643961,0.02887592439814772,0.028267030217977322,0.9995850089513605,0.996968745769541,2,0.03125,0.01239533163495013
h9,hfl,9,0,ResNet10,bank_a,ua,3,0.00029547403567629487,0.012301163883597928,0.0014376732209660003,0.03693342452161654,0.9995850089513605,0.996968745769541,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_a,ua,4,0.09966573532058863,0.10038167595007334,0.48493857807280444,0.30138929024421934,0.9995850089513605,0.996968745769541,32,0.5,0.09746516840101019
h9,hfl,9,0,ResNet10,bank_a,ua,5,0.00514719990001143,0.05667804080683492,0.025044472832504078,0.1701720391648073,0.9995850089513605,0.996968745769541,4,0.0625,0.19534001639746668
h9,hfl,9,0,ResNet10,bank_a,ua,6,0.011233546534395192,0.016446922951823043,0.054658504907242084,0.04938078975306933,0.9995850089513605,0.996968745769541,5,0.078125,0.08678234734346123
h9,hfl,9,0,ResNet10,bank_a,ua,7,0.002455684865685532,0.018456071709534373,0.011948502894499233,0.05541312496116893,0.9995850089513605,0.996968745769541,3,0.046875,0.07948128800949573
h9,hfl,9,0,ResNet10,bank_a,ua,8,0.0032460071620665377,0.014926338348659073,0.01579393452045811,0.04481533584959182,0.9995850089513605,0.996968745769541,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_a,ua,9,0.003341558386141858,0.01646892230037255,0.016258853327178937,0.04944684133053521,0.9995850089513605,0.996968745769541,2,0.03125,0.004044851492747831
h9,hfl,9,0,ResNet10,bank_a,ub,0,0.07318935294903559,0.07360762892305188,0.3592765520434595,0.2213670087280381,0.9995850089513605,0.9968509862281971,13,0.203125,0.06626699622383715
h9,hfl,9,0,ResNet10,bank_a,ub,1,0.00320342310123339,0.016329686008437615,0.015725167120263003,0.04910977025132593,0.9995850089513605,0.9968509862281971,1,0.015625,0.000537732960777193
h9,hfl,9,0,ResNet10,bank_a,ub,2,0.0055203897432504955,0.009478176651100982,0.027098840377400152,0.02850459448494847,0.9995850089513605,0.9968509862281971,1,0.015625,0.0030176310082702523
h9,hfl,9,0,ResNet10,bank_a,ub,3,0.0003049700509248347,0.012132907315861002,0.001497056388093627,0.03648841076642198,0.9995850089513605,0.9968509862281971,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_a,ub,4,0.0969277900450385,0.09740494674386665,0.475805302293394,0.29293487660829837,0.9995850089513605,0.9968509862281971,33,0.515625,0.08221993115331133
h9,hfl,9,0,ResNet10,bank_a,ub,5,0.004321056926149321,0.05684415850494994,0.021211479143578002,0.17095267862870198,0.9995850089513605,0.9968509862281971,4,0.0625,0.1580182044713152
h9,hfl,9,0,ResNet10,bank_a,ub,6,0.0114816329225274,0.017036428601847082,0.05636177014854548,0.051235222410738634,0.9995850089513605,0.9968509862281971,6,0.09375,0.09478533481425583
h9,hfl,9,0,ResNet10,bank_a,ub,7,0.00218014803411057,0.01882808314339072,0.010702049370281984,0.05662343029541499,0.9995850089513605,0.9968509862281971,3,0.046875,0.07326239830001584
h9,hfl,9,0,ResNet10,bank_a,ub,8,0.003243204846736636,0.014721395051282228,0.01592045028349344,0.044273008579216906,0.9995850089513605,0.9968509862281971,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_a,ub,9,0.003341166937424006,0.016130586267339472,0.016401332826581842,0.048510999243887326,0.9995850089513605,0.9968509862281971,3,0.046875,0.002546272224235165
h9,hfl,9,0,ResNet10,bank_b,ua,0,0.07059917530920076,0.07085369025033263,0.3200634168344369,0.19943510132362705,0.9996571942973067,0.996968745769541,12,0.1875,0.07784678421454146
h9,hfl,9,0,ResNet10,bank_b,ua,1,0.00376489298283508,0.013886795835757665,0.017068251956551535,0.039087795212640324,0.9996571942973067,0.996968745769541,4,0.0625,0.0014384857796410563
h9,hfl,9,0,ResNet10,bank_b,ua,2,0.004622966494755936,0.010656317955213709,0.020958353206568858,0.029994822339191502,0.9996571942973067,0.996968745769541,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_b,ua,3,0.00025710842056833437,0.013058855377555018,0.001165608510632022,0.036757353585843054,0.9996571942973067,0.996968745769541,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_b,ua,4,0.11643353226624971,0.11713166081076062,0.5278548086153334,0.32969580779018204,0.9996571942973067,0.996968745769541,36,0.5625,0.12186528237400829
h9,hfl,9,0,ResNet10,bank_b,ua,5,0.005368600691434539,0.06963730592357796,0.02433870754714502,0.1960112890903094,0.9996571942973067,0.996968745769541,3,0.046875,0.25664618216661855
h9,hfl,9,0,ResNet10,bank_b,ua,6,0.009522055099395564,0.01576230252241893,0.04316851403788473,0.04436686910090084,0.9996571942973067,0.996968745769541,5,0.078125,0.05732998115008625
h9,hfl,9,0,ResNet10,bank_b,ua,7,0.002434002140879452,0.017512863870365613,0.011034619574241471,0.04929425366714554,0.9996571942973067,0.996968745769541,3,0.046875,0.05313522459282074
h9,hfl,9,0,ResNet10,bank_b,ua,8,0.0037801059872262927,0.012734681716399491,0.01713722055490192,0.035844887252324174,0.9996571942973067,0.996968745769541,1,0.015625,0.0034436150387338327
h9,hfl,9,0,ResNet10,bank_b,ua,9,0.003796269686850282,0.014037440159330904,0.017210499157770606,0.03951182063502144,0.9996571942973067,0.996968745769541,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_b,ub,0,0.07271048994126086,0.07301442417300111,0.33091238542807466,0.20517825588684002,0.9996571942973067,0.9968509862281971,14,0.21875,0.06884097045336197
h9,hfl,9,0,ResNet10,bank_b,ub,1,0.0035920054333521438,0.013428749928463667,0.016347559855275414,0.037736207883175214,0.9996571942973067,0.9968509862281971,3,0.046875,0.0009011148144293472
h9,hfl,9,0,ResNet10,bank_b,ub,2,0.004340740831996477,0.011477229582420805,0.01975512617782384,0.03225222926574446,0.9996571942973067,0.9968509862281971,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_b,ub,3,0.00024064694407037438,0.0130603639472396,0.0010952072303822401,0.03670100430556943,0.9996571942973067,0.9968509862281971,0,0.0,0.0
h9,hfl,9,0,ResNet10,bank_b,ub,4,0.11356835527673864,0.11410915086543524,0.5168604335375623,0.32065878517132423,0.9996571942973067,0.9968509862281971,33,0.515625,0.12043985533293068
h9,hfl,9,0,ResNet10,bank_b,ub,5,0.005032437380258821,0.0698082712055343,0.022903103243619532,0.19616862687966496,0.9996571942973067,0.9968509862281971,3,0.046875,0.24368889614369668
