arm,system,gamma,client,model,bank,carrier_half,class_index,positive_routing_energy,total_routing_norm_sq,positive_profile_share,total_profile_share,cross_half_positive_profile_cosine,cross_bank_positive_profile_cosine,probe_top_class_count,probe_top_class_fraction,mean_margin_when_top
h0,hfl,0,0,ResNet10,bank_a,ub,8,0.0019051159278558676,0.0020245280989457143,0.05101550919163819,0.026563738817002854,0.9910845920745697,0.9129129672053862,0,0.0,0.0
h0,hfl,0,0,ResNet10,bank_a,ub,9,0.0003228305397650237,0.0006008576627113118,0.008644809550912581,0.007883825384676009,0.9910845920745697,0.9129129672053862,1,0.015625,0.0033287212518841106
h0,hfl,0,0,ResNet10,bank_b,ua,0,0.007666647999824112,0.011436530884036596,0.18291263219540105,0.1358398922178291,0.9946597442664107,0.9104251269350191,11,0.171875,0.0709807535037586
h0,hfl,0,0,ResNet10,bank_b,ua,1,0.0007973391520254806,0.0010702955106526141,0.01902309888921151,0.012712668577777806,0.9946597442664107,0.9104251269350191,0,0.0,0.0
h0,hfl,0,0,ResNet10,bank_b,ua,2,0.0012326906158547913,0.002279267167103282,0.02940981315872891,0.027072493350856566,0.9946597442664107,0.9104251269350191,3,0.046875,0.028895704156512127
h0,hfl,0,0,ResNet10,bank_b,ua,3,0.00017200879712798935,0.001684457175513156,0.004103825015074005,0.02000750782622761,0.9946597442664107,0.9104251269350191,0,0.0,0.0
h0,hfl,0,0,ResNet10,bank_b,ua,4,0.0131707119394885,0.013911097019172475,0.31422984188063763,0.16523209169607714,0.9946597442664107,0.9104251269350191,29,0.453125,0.07060345611679283
h0,hfl,0,0,ResNet10,bank_b,ua,5,0.0005870301667531216,0.020530337359738308,0.014005499271830672,0.24385356384909124,0.9946597442664107,0.9104251269350191,1,0.015625,0.02483978552378815
h0,hfl,0,0,ResNet10,bank_b,ua,6,0.014250572169982604,0.02645324501185369,0.3399933929354585,0.3142041924826871,0.9946597442664107,0.9104251269350191,15,0.234375,0.12005242715535876
h0,hfl,0,0,ResNet10,bank_b,ua,7,0.0008511145185904437,0.0033475879187212457,0.02030608381898729,0.03976170629710213,0.9946597442664107,0.9104251269350191,4,0.0625,0.013668291175696953
h0,hfl,0,0,ResNet10,bank_b,ua,8,0.0024801764701227937,0.0026428828321941474,0.05917261448153958,0.031391417791798895,0.9946597442664107,0.9104251269350191,0,0.0,0.0
h0,hfl,0,0,ResNet10,bank_b,ua,9,0.000705970228692634,0.0008355532303850161,0.016843198329272644,0.009924465898674552,0.9946597442664107,0.9104251269350191,1,0.015625,0.0031306550989221443
h0,hfl,0,0,ResNet10,bank_b,ub,0,0.007243981994978804,0.01315698190070648,0.16103797287754337,0.1535068887050898,0.9946597442664107,0.9129129672053862,10,0.15625,0.08044486836947969
h0,hfl,0,0,ResNet10,bank_b,ub,1,0.0004991561145893349,0.0008616985260954449,0.011096533494784375,0.01005372362301195,0.9946597442664107,0.9129129672053862,0,0.0,0.0
h0,hfl,0,0,ResNet10,bank_b,ub,2,0.0012590637311582968,0.002193060398003071,0.027989725972525917,0.025587165885036338,0.9946597442664107,0.9129129672053862,1,0.015625,0.06390946330928446
h0,hfl,0,0,ResNet10,bank_b,ub,3,0.00020652280415350943,0.0017416228278861958,0.004591123191211682,0.02032009343968272,0.9946597442664107,0.9129129672053862,0,0.0,0.0
h0,hfl,0,0,ResNet10,bank_b,ub,4,0.01648484826517705,0.016640319596406144,0.36646785561561396,0.1941481494449332,0.9946597442664107,0.9129129672053862,35,0.546875,0.08230522272788453
h0,hfl,0,0,ResNet10,bank_b,ub,5,0.0004886476846157795,0.016670821108226416,0.010862924926701245,0.19450402073940387,0.9946597442664107,0.9129129672053862,1,0.015625,0.00470549996627477
h0,hfl,0,0,ResNet10,bank_b,ub,6,0.015627989225270308,0.02889170832690578,0.34741937607438567,0.3370891810985995,0.9946597442664107,0.9129129672053862,16,0.25,0.1291968123532855
h0,hfl,0,0,ResNet10,bank_b,ub,7,0.0008675401777199985,0.0028696374070482406,0.019285927505989203,0.03348101512886197,0.9946597442664107,0.9129129672053862,1,0.015625,0.011028535379898216
h0,hfl,0,0,ResNet10,bank_b,ub,8,0.0017952847110178944,0.001989310596838093,0.03991023318400916,0.023209949112439197,0.9946597442664107,0.9129129672053862,0,0.0,0.0
h0,hfl,0,0,ResNet10,bank_b,ub,9,0.0005100327342148868,0.0006942300209196475,0.011338327135005054,0.008099812811274153,0.9946597442664107,0.9129129672053862,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_a,ua,0,0.005987959733353816,0.011294357948699249,0.15498925698338345,0.151652172051104,0.9834185890651166,0.9745016304650091,11,0.171875,0.042945686758752724
h0,hfl,0,1,ResNet12,bank_a,ua,1,0.0007614216649255885,0.011218155353200289,0.019708245104008055,0.15062898072178368,0.9834185890651166,0.9745016304650091,1,0.015625,0.027232241798168244
h0,hfl,0,1,ResNet12,bank_a,ua,2,0.0034768560969112763,0.006270448545341996,0.0899931474316386,0.08419488260909207,0.9834185890651166,0.9745016304650091,7,0.109375,0.05167266725434129
h0,hfl,0,1,ResNet12,bank_a,ua,3,0.011436181403472474,0.012673724634184747,0.2960082127103131,0.17017327390204182,0.9834185890651166,0.9745016304650091,21,0.328125,0.05428161018883914
h0,hfl,0,1,ResNet12,bank_a,ua,4,0.003932859134828468,0.0058368757177796205,0.1017960945415328,0.07837319169573248,0.9834185890651166,0.9745016304650091,6,0.09375,0.027868905487882196
h0,hfl,0,1,ResNet12,bank_a,ua,5,0.005298149835536441,0.008103503333055853,0.13713457387204306,0.10880776820277888,0.9834185890651166,0.9745016304650091,6,0.09375,0.01811324020164428
h0,hfl,0,1,ResNet12,bank_a,ua,6,0.0007083368370946031,0.0007509330072482967,0.01833422483850987,0.01008296550643563,0.9834185890651166,0.9745016304650091,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_a,ua,7,0.0015066008623518855,0.005977267599272039,0.03899607856842715,0.08025826863975818,0.9834185890651166,0.9745016304650091,3,0.046875,0.021835691390502083
h0,hfl,0,1,ResNet12,bank_a,ua,8,0.0051736743940663426,0.010105112265103298,0.1339127158360466,0.13568387249490863,0.9834185890651166,0.9745016304650091,9,0.140625,0.05178851341623766
h0,hfl,0,1,ResNet12,bank_a,ua,9,0.0003526360772365049,0.0022450332950753483,0.00912745008821379,0.030144624162937415,0.9834185890651166,0.9745016304650091,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_a,ub,0,0.005925310007703094,0.012187690054148858,0.15139827158951785,0.1607510775790606,0.9834185890651166,0.9831723776233816,10,0.15625,0.03705969499730717
h0,hfl,0,1,ResNet12,bank_a,ub,1,0.0006079094655408151,0.01097622822291449,0.015532764065700635,0.1447723487180872,0.9834185890651166,0.9831723776233816,0,0.0,0.0
h0,hfl,0,1,ResNet12,bank_a,ub,2,0.0026118712375421695,0.006962907750753551,0.06673621978667514,0.09183815136783881,0.9834185890651166,0.9831723776233816,5,0.078125,0.05469094695901797
