round,arm,pidr,map,auc,positive_precision,positive_recall,class_to_probe_family_hit_rate,class_map_p,probe_identity_p
round40,h0,0.024559126304904158,0.4418547453703704,0.5106770833333333,0.24651648179712804,0.46875,0.225,0.15784215784215785,0.06593406593406594
round40,h9,0.17547881934837212,0.8448474702380953,0.92390625,0.5691052513500954,0.90625,0.85,0.000999000999000999,0.000999000999000999
round40,l0,0.025400995331352386,0.43062169312169307,0.5070833333333333,0.24476526215656652,0.43125,0.275,0.25774225774225773,0.1928071928071928
round40,l9,0.1747276305343541,0.8655567956349205,0.9331770833333333,0.5877864246552886,0.925,0.875,0.000999000999000999,0.000999000999000999
round12,h0,0.02472682825059217,0.42091600529100526,0.5,0.2586452408496417,0.4625,0.375,0.34165834165834164,0.3926073926073926
round12,h9,0.1662195334786189,0.813516865079365,0.8904166666666666,0.4912661844528289,0.84375,0.7999999999999999,0.000999000999000999,0.000999000999000999
round12,l0,0.024622280799286106,0.4102626901455026,0.45921875,0.2254950894876268,0.39999999999999997,0.35000000000000003,0.5064935064935064,0.5564435564435565
round12,l9,0.1771706767782824,0.8360181051587301,0.905625,0.5188364986321952,0.85625,0.875,0.000999000999000999,0.000999000999000999
