system,intervention,scope,vector_cosine,rank_spearman,magnitude_ratio,top3_overlap,top5_overlap,pooled_dsa_frozen,pooled_dsa_intervention
h9,crsf,client_binding_20d,0.9985793969394997,1.0,0.9524346003493421,1.0,1.0,0.22550168056339648,0.22026480826945738
h9,crsf,semantic_class_10d,0.9992956124361952,1.0,0.9569275331485392,1.0,1.0,0.22550168056339648,0.22026480826945738
h9,rawspec,client_binding_20d,0.9987473573133286,0.9939849624060151,1.0077934798419592,1.0,1.0,0.22550168056339648,0.22575176905630223
h9,rawspec,semantic_class_10d,0.998890342349623,1.0,0.9955310634673485,1.0,1.0,0.22550168056339648,0.22575176905630223
l9,crsf,client_binding_20d,0.9985589803650603,0.9984962406015038,0.9523513608563399,1.0,1.0,0.2249563697481431,0.219763789262164
l9,crsf,semantic_class_10d,0.9992511312644635,1.0,0.9569674163180364,1.0,1.0,0.2249563697481431,0.219763789262164
l9,rawspec,client_binding_20d,0.9987895073851409,0.9984962406015038,1.0086638699598423,1.0,1.0,0.2249563697481431,0.22566677062166496
l9,rawspec,semantic_class_10d,0.9989385211098462,1.0,0.9961774045130909,1.0,1.0,0.2249563697481431,0.22566677062166496
