arm,client,model,bound_class,binding_family,output_class,mean_centered_logit_response
h9,1,ResNet12,0,1,5,-0.28901991429683893
h9,1,ResNet12,0,1,6,-0.1376311015851373
h9,1,ResNet12,0,1,7,-0.23670017975349872
h9,1,ResNet12,0,1,8,0.6909165350785568
h9,1,ResNet12,0,1,9,-0.05540010551244712
h9,1,ResNet12,1,2,0,-0.5958091147589306
h9,1,ResNet12,1,2,1,0.5350601749565802
h9,1,ResNet12,1,2,2,-0.7248325296665892
h9,1,ResNet12,1,2,3,0.6050168415742633
h9,1,ResNet12,1,2,4,-0.4678424924449923
h9,1,ResNet12,1,2,5,0.5415574529264576
h9,1,ResNet12,1,2,6,0.012229919067107128
h9,1,ResNet12,1,2,7,0.2573699591448633
h9,1,ResNet12,1,2,8,-0.33738044638850734
h9,1,ResNet12,1,2,9,0.17463023558974616
h9,1,ResNet12,2,3,0,-0.12017443504407725
h9,1,ResNet12,2,3,1,-0.5047535606500805
h9,1,ResNet12,2,3,2,1.3751465907045115
h9,1,ResNet12,2,3,3,-0.012103357979258227
h9,1,ResNet12,2,3,4,-0.05461542502280188
h9,1,ResNet12,2,3,5,-0.16926900773355022
h9,1,ResNet12,2,3,6,0.07586628738999372
h9,1,ResNet12,2,3,7,-0.031484279635386817
h9,1,ResNet12,2,3,8,-0.4273870008294896
h9,1,ResNet12,2,3,9,-0.1312258111998621
h9,1,ResNet12,3,0,0,-1.2888254364776264
h9,1,ResNet12,3,0,1,-0.17661945607257995
h9,1,ResNet12,3,0,2,-1.4970664672527445
h9,1,ResNet12,3,0,3,2.5857294263676276
h9,1,ResNet12,3,0,4,-0.6410726137113139
h9,1,ResNet12,3,0,5,0.4665020392486215
h9,1,ResNet12,3,0,6,0.143028666997232
h9,1,ResNet12,3,0,7,1.3200900554837107
h9,1,ResNet12,3,0,8,-1.0478306924267675
h9,1,ResNet12,3,0,9,0.1360644778438303
h9,1,ResNet12,4,1,0,0.8153828078916886
h9,1,ResNet12,4,1,1,-0.6737444796363244
h9,1,ResNet12,4,1,2,-0.470164295571418
h9,1,ResNet12,4,1,3,-0.3170127813591681
h9,1,ResNet12,4,1,4,0.6733735147445886
h9,1,ResNet12,4,1,5,-0.28901991429683893
h9,1,ResNet12,4,1,6,-0.1376311015851373
h9,1,ResNet12,4,1,7,-0.23670017975349872
h9,1,ResNet12,4,1,8,0.6909165350785568
h9,1,ResNet12,4,1,9,-0.05540010551244712
h9,1,ResNet12,5,2,0,-0.5958091147589306
h9,1,ResNet12,5,2,1,0.5350601749565802
h9,1,ResNet12,5,2,2,-0.7248325296665892
h9,1,ResNet12,5,2,3,0.6050168415742633
h9,1,ResNet12,5,2,4,-0.4678424924449923
h9,1,ResNet12,5,2,5,0.5415574529264576
h9,1,ResNet12,5,2,6,0.012229919067107128
h9,1,ResNet12,5,2,7,0.2573699591448633
h9,1,ResNet12,5,2,8,-0.33738044638850734
h9,1,ResNet12,5,2,9,0.17463023558974616
h9,1,ResNet12,6,3,0,-0.12017443504407725
h9,1,ResNet12,6,3,1,-0.5047535606500805
h9,1,ResNet12,6,3,2,1.3751465907045115
h9,1,ResNet12,6,3,3,-0.012103357979258227
h9,1,ResNet12,6,3,4,-0.05461542502280188
h9,1,ResNet12,6,3,5,-0.16926900773355022
h9,1,ResNet12,6,3,6,0.07586628738999372
h9,1,ResNet12,6,3,7,-0.031484279635386817
h9,1,ResNet12,6,3,8,-0.4273870008294896
h9,1,ResNet12,6,3,9,-0.1312258111998621
h9,1,ResNet12,7,0,0,-1.2888254364776264
h9,1,ResNet12,7,0,1,-0.17661945607257995
h9,1,ResNet12,7,0,2,-1.4970664672527445
h9,1,ResNet12,7,0,3,2.5857294263676276
h9,1,ResNet12,7,0,4,-0.6410726137113139
h9,1,ResNet12,7,0,5,0.4665020392486215
h9,1,ResNet12,7,0,6,0.143028666997232
h9,1,ResNet12,7,0,7,1.3200900554837107
h9,1,ResNet12,7,0,8,-1.0478306924267675
h9,1,ResNet12,7,0,9,0.1360644778438303
h9,1,ResNet12,8,1,0,0.8153828078916886
h9,1,ResNet12,8,1,1,-0.6737444796363244
h9,1,ResNet12,8,1,2,-0.470164295571418
h9,1,ResNet12,8,1,3,-0.3170127813591681
h9,1,ResNet12,8,1,4,0.6733735147445886
h9,1,ResNet12,8,1,5,-0.28901991429683893
h9,1,ResNet12,8,1,6,-0.1376311015851373
h9,1,ResNet12,8,1,7,-0.23670017975349872
h9,1,ResNet12,8,1,8,0.6909165350785568
h9,1,ResNet12,8,1,9,-0.05540010551244712
h9,1,ResNet12,9,2,0,-0.5958091147589306
h9,1,ResNet12,9,2,1,0.5350601749565802
h9,1,ResNet12,9,2,2,-0.7248325296665892
h9,1,ResNet12,9,2,3,0.6050168415742633
h9,1,ResNet12,9,2,4,-0.4678424924449923
h9,1,ResNet12,9,2,5,0.5415574529264576
h9,1,ResNet12,9,2,6,0.012229919067107128
h9,1,ResNet12,9,2,7,0.2573699591448633
h9,1,ResNet12,9,2,8,-0.33738044638850734
h9,1,ResNet12,9,2,9,0.17463023558974616
h9,2,ShuffleNet,0,2,0,0.5483664064424951
h9,2,ShuffleNet,0,2,1,-0.17285546308366956
h9,2,ShuffleNet,0,2,2,0.23039136399982296
h9,2,ShuffleNet,0,2,3,-0.45034073163984495
h9,2,ShuffleNet,0,2,4,0.04352212694375937
h9,2,ShuffleNet,0,2,5,-0.3021408855143837
h9,2,ShuffleNet,0,2,6,0.1948019514430748
h9,2,ShuffleNet,0,2,7,-0.5805836706730483
h9,2,ShuffleNet,0,2,8,0.7508599574709965
h9,2,ShuffleNet,0,2,9,-0.2620210553892013
h9,2,ShuffleNet,1,3,0,-0.4316250542648785
h9,2,ShuffleNet,1,3,1,0.3986334096549532
h9,2,ShuffleNet,1,3,2,-0.16058623711966236
h9,2,ShuffleNet,1,3,3,0.0995718164338844
h9,2,ShuffleNet,1,3,4,0.03183538203266218
h9,2,ShuffleNet,1,3,5,0.0881264419180133
h9,2,ShuffleNet,1,3,6,-0.10931975537056947
h9,2,ShuffleNet,1,3,7,0.015173572825861063
h9,2,ShuffleNet,1,3,8,-0.2656435100768391
h9,2,ShuffleNet,1,3,9,0.33383393396657546
h9,2,ShuffleNet,2,0,0,0.20144730918079606
h9,2,ShuffleNet,2,0,1,-0.19080145091331954
h9,2,ShuffleNet,2,0,2,0.7071533757267372
h9,2,ShuffleNet,2,0,3,-0.6527556306022733
h9,2,ShuffleNet,2,0,4,0.12760190230916965
h9,2,ShuffleNet,2,0,5,-0.41277198523334474
h9,2,ShuffleNet,2,0,6,0.8853148687679717
h9,2,ShuffleNet,2,0,7,-0.6208442276058179
h9,2,ShuffleNet,2,0,8,0.40088009916133854
h9,2,ShuffleNet,2,0,9,-0.44522426079126004
h9,2,ShuffleNet,3,1,0,-0.3798132060823057
h9,2,ShuffleNet,3,1,1,-0.055284868525273624
h9,2,ShuffleNet,3,1,2,-0.14469816996458995
h9,2,ShuffleNet,3,1,3,0.4747641357091763
h9,2,ShuffleNet,3,1,4,-0.002187413177613826
h9,2,ShuffleNet,3,1,5,0.21562696811771154
h9,2,ShuffleNet,3,1,6,-0.1703298986644806
h9,2,ShuffleNet,3,1,7,0.4997224296758814
h9,2,ShuffleNet,3,1,8,-0.41911699491128407
h9,2,ShuffleNet,3,1,9,-0.018682982177220878
h9,2,ShuffleNet,4,2,0,0.5483664064424951
h9,2,ShuffleNet,4,2,1,-0.17285546308366956
h9,2,ShuffleNet,4,2,2,0.23039136399982296
h9,2,ShuffleNet,4,2,3,-0.45034073163984495
h9,2,ShuffleNet,4,2,4,0.04352212694375937
h9,2,ShuffleNet,4,2,5,-0.3021408855143837
h9,2,ShuffleNet,4,2,6,0.1948019514430748
h9,2,ShuffleNet,4,2,7,-0.5805836706730483
h9,2,ShuffleNet,4,2,8,0.7508599574709965
h9,2,ShuffleNet,4,2,9,-0.2620210553892013
h9,2,ShuffleNet,5,3,0,-0.4316250542648785
h9,2,ShuffleNet,5,3,1,0.3986334096549532
h9,2,ShuffleNet,5,3,2,-0.16058623711966236
h9,2,ShuffleNet,5,3,3,0.0995718164338844
h9,2,ShuffleNet,5,3,4,0.03183538203266218
h9,2,ShuffleNet,5,3,5,0.0881264419180133
h9,2,ShuffleNet,5,3,6,-0.10931975537056947
h9,2,ShuffleNet,5,3,7,0.015173572825861063
h9,2,ShuffleNet,5,3,8,-0.2656435100768391
h9,2,ShuffleNet,5,3,9,0.33383393396657546
h9,2,ShuffleNet,6,0,0,0.20144730918079606
h9,2,ShuffleNet,6,0,1,-0.19080145091331954
h9,2,ShuffleNet,6,0,2,0.7071533757267372
h9,2,ShuffleNet,6,0,3,-0.6527556306022733
h9,2,ShuffleNet,6,0,4,0.12760190230916965
h9,2,ShuffleNet,6,0,5,-0.41277198523334474
h9,2,ShuffleNet,6,0,6,0.8853148687679717
h9,2,ShuffleNet,6,0,7,-0.6208442276058179
h9,2,ShuffleNet,6,0,8,0.40088009916133854
h9,2,ShuffleNet,6,0,9,-0.44522426079126004
h9,2,ShuffleNet,7,1,0,-0.3798132060823057
h9,2,ShuffleNet,7,1,1,-0.055284868525273624
h9,2,ShuffleNet,7,1,2,-0.14469816996458995
h9,2,ShuffleNet,7,1,3,0.4747641357091763
h9,2,ShuffleNet,7,1,4,-0.002187413177613826
h9,2,ShuffleNet,7,1,5,0.21562696811771154
h9,2,ShuffleNet,7,1,6,-0.1703298986644806
h9,2,ShuffleNet,7,1,7,0.4997224296758814
h9,2,ShuffleNet,7,1,8,-0.41911699491128407
h9,2,ShuffleNet,7,1,9,-0.018682982177220878
h9,2,ShuffleNet,8,2,0,0.5483664064424951
h9,2,ShuffleNet,8,2,1,-0.17285546308366956
h9,2,ShuffleNet,8,2,2,0.23039136399982296
h9,2,ShuffleNet,8,2,3,-0.45034073163984495
h9,2,ShuffleNet,8,2,4,0.04352212694375937
h9,2,ShuffleNet,8,2,5,-0.3021408855143837
h9,2,ShuffleNet,8,2,6,0.1948019514430748
h9,2,ShuffleNet,8,2,7,-0.5805836706730483
h9,2,ShuffleNet,8,2,8,0.7508599574709965
h9,2,ShuffleNet,8,2,9,-0.2620210553892013
h9,2,ShuffleNet,9,3,0,-0.4316250542648785
h9,2,ShuffleNet,9,3,1,0.3986334096549532
h9,2,ShuffleNet,9,3,2,-0.16058623711966236
h9,2,ShuffleNet,9,3,3,0.0995718164338844
h9,2,ShuffleNet,9,3,4,0.03183538203266218
h9,2,ShuffleNet,9,3,5,0.0881264419180133
h9,2,ShuffleNet,9,3,6,-0.10931975537056947
h9,2,ShuffleNet,9,3,7,0.015173572825861063
h9,2,ShuffleNet,9,3,8,-0.2656435100768391
h9,2,ShuffleNet,9,3,9,0.33383393396657546
h9,3,Mobilenetv2,0,3,0,0.5113906799536577
h9,3,Mobilenetv2,0,3,1,-0.20527372155055462
h9,3,Mobilenetv2,0,3,2,-0.15411626839338566
h9,3,Mobilenetv2,0,3,3,-0.23115728667886173
h9,3,Mobilenetv2,0,3,4,0.5240141326756437
h9,3,Mobilenetv2,0,3,5,-0.7024500502374471
h9,3,Mobilenetv2,0,3,6,-0.11761552299879532
h9,3,Mobilenetv2,0,3,7,-0.06393162182045567
h9,3,Mobilenetv2,0,3,8,0.5857149019258079
h9,3,Mobilenetv2,0,3,9,-0.14657524287560844
h9,3,Mobilenetv2,1,0,0,-1.3592079757463806
h9,3,Mobilenetv2,1,0,1,1.325180391858899
h9,3,Mobilenetv2,1,0,2,-0.9000352557069892
h9,3,Mobilenetv2,1,0,3,0.2744639386606469
h9,3,Mobilenetv2,1,0,4,-0.8300076602136784
h9,3,Mobilenetv2,1,0,5,1.8904027485747756
h9,3,Mobilenetv2,1,0,6,-0.8326681879198954
h9,3,Mobilenetv2,1,0,7,0.414877448957647
h9,3,Mobilenetv2,1,0,8,-1.304580645286585
h9,3,Mobilenetv2,1,0,9,1.3215751968215548
h9,3,Mobilenetv2,2,1,0,0.03157907278505846
h9,3,Mobilenetv2,2,1,1,-0.29084744076358526
h9,3,Mobilenetv2,2,1,2,0.2768998927791008
h9,3,Mobilenetv2,2,1,3,-0.00048077032432406743
h9,3,Mobilenetv2,2,1,4,0.19820260432495918
h9,3,Mobilenetv2,2,1,5,-0.20468404265073545
h9,3,Mobilenetv2,2,1,6,0.2927975587403241
h9,3,Mobilenetv2,2,1,7,-0.06725517136102949
h9,3,Mobilenetv2,2,1,8,0.021010062161809024
h9,3,Mobilenetv2,2,1,9,-0.2572217656915776
h9,3,Mobilenetv2,3,2,0,-0.23148680474570327
h9,3,Mobilenetv2,3,2,1,0.31765649719845096
h9,3,Mobilenetv2,3,2,2,-0.3303120367865787
h9,3,Mobilenetv2,3,2,3,0.08496623387636779
h9,3,Mobilenetv2,3,2,4,-0.2101606252821478
h9,3,Mobilenetv2,3,2,5,0.3825013122781054
h9,3,Mobilenetv2,3,2,6,-0.2574049279158011
h9,3,Mobilenetv2,3,2,7,0.11504415249648253
h9,3,Mobilenetv2,3,2,8,-0.2326482546506355
h9,3,Mobilenetv2,3,2,9,0.3618444535314596
h9,3,Mobilenetv2,4,3,0,0.5113906799536577
h9,3,Mobilenetv2,4,3,1,-0.20527372155055462
h9,3,Mobilenetv2,4,3,2,-0.15411626839338566
h9,3,Mobilenetv2,4,3,3,-0.23115728667886173
h9,3,Mobilenetv2,4,3,4,0.5240141326756437
h9,3,Mobilenetv2,4,3,5,-0.7024500502374471
h9,3,Mobilenetv2,4,3,6,-0.11761552299879532
h9,3,Mobilenetv2,4,3,7,-0.06393162182045567
h9,3,Mobilenetv2,4,3,8,0.5857149019258079
h9,3,Mobilenetv2,4,3,9,-0.14657524287560844
h9,3,Mobilenetv2,5,0,0,-1.3592079757463806
h9,3,Mobilenetv2,5,0,1,1.325180391858899
h9,3,Mobilenetv2,5,0,2,-0.9000352557069892
h9,3,Mobilenetv2,5,0,3,0.2744639386606469
h9,3,Mobilenetv2,5,0,4,-0.8300076602136784
h9,3,Mobilenetv2,5,0,5,1.8904027485747756
h9,3,Mobilenetv2,5,0,6,-0.8326681879198954
h9,3,Mobilenetv2,5,0,7,0.414877448957647
h9,3,Mobilenetv2,5,0,8,-1.304580645286585
h9,3,Mobilenetv2,5,0,9,1.3215751968215548
h9,3,Mobilenetv2,6,1,0,0.03157907278505846
h9,3,Mobilenetv2,6,1,1,-0.29084744076358526
h9,3,Mobilenetv2,6,1,2,0.2768998927791008
h9,3,Mobilenetv2,6,1,3,-0.00048077032432406743
h9,3,Mobilenetv2,6,1,4,0.19820260432495918
h9,3,Mobilenetv2,6,1,5,-0.20468404265073545
h9,3,Mobilenetv2,6,1,6,0.2927975587403241
h9,3,Mobilenetv2,6,1,7,-0.06725517136102949
h9,3,Mobilenetv2,6,1,8,0.021010062161809024
h9,3,Mobilenetv2,6,1,9,-0.2572217656915776
h9,3,Mobilenetv2,7,2,0,-0.23148680474570327
h9,3,Mobilenetv2,7,2,1,0.31765649719845096
h9,3,Mobilenetv2,7,2,2,-0.3303120367865787
h9,3,Mobilenetv2,7,2,3,0.08496623387636779
h9,3,Mobilenetv2,7,2,4,-0.2101606252821478
h9,3,Mobilenetv2,7,2,5,0.3825013122781054
h9,3,Mobilenetv2,7,2,6,-0.2574049279158011
h9,3,Mobilenetv2,7,2,7,0.11504415249648253
h9,3,Mobilenetv2,7,2,8,-0.2326482546506355
h9,3,Mobilenetv2,7,2,9,0.3618444535314596
h9,3,Mobilenetv2,8,3,0,0.5113906799536577
h9,3,Mobilenetv2,8,3,1,-0.20527372155055462
h9,3,Mobilenetv2,8,3,2,-0.15411626839338566
h9,3,Mobilenetv2,8,3,3,-0.23115728667886173
h9,3,Mobilenetv2,8,3,4,0.5240141326756437
h9,3,Mobilenetv2,8,3,5,-0.7024500502374471
h9,3,Mobilenetv2,8,3,6,-0.11761552299879532
h9,3,Mobilenetv2,8,3,7,-0.06393162182045567
h9,3,Mobilenetv2,8,3,8,0.5857149019258079
h9,3,Mobilenetv2,8,3,9,-0.14657524287560844
h9,3,Mobilenetv2,9,0,0,-1.3592079757463806
h9,3,Mobilenetv2,9,0,1,1.325180391858899
h9,3,Mobilenetv2,9,0,2,-0.9000352557069892
h9,3,Mobilenetv2,9,0,3,0.2744639386606469
h9,3,Mobilenetv2,9,0,4,-0.8300076602136784
h9,3,Mobilenetv2,9,0,5,1.8904027485747756
h9,3,Mobilenetv2,9,0,6,-0.8326681879198954
h9,3,Mobilenetv2,9,0,7,0.414877448957647
h9,3,Mobilenetv2,9,0,8,-1.304580645286585
h9,3,Mobilenetv2,9,0,9,1.3215751968215548
l0,0,ResNet10,0,0,0,-0.40475609024788195
l0,0,ResNet10,0,0,1,0.7254382834634034
l0,0,ResNet10,0,0,2,-0.2810712033513373
l0,0,ResNet10,0,0,3,-0.05491606925024613
l0,0,ResNet10,0,0,4,-0.13247580976345721
l0,0,ResNet10,0,0,5,-0.624748182710436
l0,0,ResNet10,0,0,6,-0.3167014088386669
l0,0,ResNet10,0,0,7,-0.3870820028047888
l0,0,ResNet10,0,0,8,0.7279748653066622
l0,0,ResNet10,0,0,9,0.7483376181967479
l0,0,ResNet10,1,1,0,0.050028331968031005
l0,0,ResNet10,1,1,1,-0.11357654993878999
l0,0,ResNet10,1,1,2,-0.004743958899653998
l0,0,ResNet10,1,1,3,0.06901121948760221
l0,0,ResNet10,1,1,4,0.18720821304225155
l0,0,ResNet10,1,1,5,0.10601400496536811
l0,0,ResNet10,1,1,6,-0.06540019993335648
l0,0,ResNet10,1,1,7,-0.013336839477468393
l0,0,ResNet10,1,1,8,-0.10890156979002993
l0,0,ResNet10,1,1,9,-0.1063026514239542
l0,0,ResNet10,2,2,0,-0.15137386768240815
l0,0,ResNet10,2,2,1,0.5647015787188342
l0,0,ResNet10,2,2,2,-0.18280626015523352
l0,0,ResNet10,2,2,3,-0.02498963596455019
l0,0,ResNet10,2,2,4,-0.23443356574314936
l0,0,ResNet10,2,2,5,-0.43973939323005146
l0,0,ResNet10,2,2,6,-0.29313507753365736
l0,0,ResNet10,2,2,7,-0.37470629482900564
l0,0,ResNet10,2,2,8,0.5566058245196346
l0,0,ResNet10,2,2,9,0.5798766918995841
l0,0,ResNet10,3,3,0,-0.28045878830887944
l0,0,ResNet10,3,3,1,0.5115685007984415
l0,0,ResNet10,3,3,2,-0.2587362744227184
l0,0,ResNet10,3,3,3,-0.011296799605209852
l0,0,ResNet10,3,3,4,-0.21668510848874234
l0,0,ResNet10,3,3,5,-0.2694831230837727
l0,0,ResNet10,3,3,6,-0.2790863234374507
l0,0,ResNet10,3,3,7,-0.23354298726678263
l0,0,ResNet10,3,3,8,0.5135736882894936
l0,0,ResNet10,3,3,9,0.5241472155256219
l0,0,ResNet10,4,0,0,-0.40475609024788195
l0,0,ResNet10,4,0,1,0.7254382834634034
l0,0,ResNet10,4,0,2,-0.2810712033513373
l0,0,ResNet10,4,0,3,-0.05491606925024613
l0,0,ResNet10,4,0,4,-0.13247580976345721
l0,0,ResNet10,4,0,5,-0.624748182710436
l0,0,ResNet10,4,0,6,-0.3167014088386669
l0,0,ResNet10,4,0,7,-0.3870820028047888
l0,0,ResNet10,4,0,8,0.7279748653066622
l0,0,ResNet10,4,0,9,0.7483376181967479
l0,0,ResNet10,5,1,0,0.050028331968031005
l0,0,ResNet10,5,1,1,-0.11357654993878999
l0,0,ResNet10,5,1,2,-0.004743958899653998
l0,0,ResNet10,5,1,3,0.06901121948760221
l0,0,ResNet10,5,1,4,0.18720821304225155
l0,0,ResNet10,5,1,5,0.10601400496536811
l0,0,ResNet10,5,1,6,-0.06540019993335648
l0,0,ResNet10,5,1,7,-0.013336839477468393
l0,0,ResNet10,5,1,8,-0.10890156979002993
l0,0,ResNet10,5,1,9,-0.1063026514239542
l0,0,ResNet10,6,2,0,-0.15137386768240815
l0,0,ResNet10,6,2,1,0.5647015787188342
l0,0,ResNet10,6,2,2,-0.18280626015523352
l0,0,ResNet10,6,2,3,-0.02498963596455019
l0,0,ResNet10,6,2,4,-0.23443356574314936
l0,0,ResNet10,6,2,5,-0.43973939323005146
l0,0,ResNet10,6,2,6,-0.29313507753365736
l0,0,ResNet10,6,2,7,-0.37470629482900564
l0,0,ResNet10,6,2,8,0.5566058245196346
l0,0,ResNet10,6,2,9,0.5798766918995841
l0,0,ResNet10,7,3,0,-0.28045878830887944
l0,0,ResNet10,7,3,1,0.5115685007984415
l0,0,ResNet10,7,3,2,-0.2587362744227184
l0,0,ResNet10,7,3,3,-0.011296799605209852
l0,0,ResNet10,7,3,4,-0.21668510848874234
l0,0,ResNet10,7,3,5,-0.2694831230837727
l0,0,ResNet10,7,3,6,-0.2790863234374507
l0,0,ResNet10,7,3,7,-0.23354298726678263
l0,0,ResNet10,7,3,8,0.5135736882894936
l0,0,ResNet10,7,3,9,0.5241472155256219
l0,0,ResNet10,8,0,0,-0.40475609024788195
l0,0,ResNet10,8,0,1,0.7254382834634034
l0,0,ResNet10,8,0,2,-0.2810712033513373
l0,0,ResNet10,8,0,3,-0.05491606925024613
l0,0,ResNet10,8,0,4,-0.13247580976345721
l0,0,ResNet10,8,0,5,-0.624748182710436
l0,0,ResNet10,8,0,6,-0.3167014088386669
l0,0,ResNet10,8,0,7,-0.3870820028047888
l0,0,ResNet10,8,0,8,0.7279748653066622
l0,0,ResNet10,8,0,9,0.7483376181967479
l0,0,ResNet10,9,1,0,0.050028331968031005
l0,0,ResNet10,9,1,1,-0.11357654993878999
l0,0,ResNet10,9,1,2,-0.004743958899653998
l0,0,ResNet10,9,1,3,0.06901121948760221
l0,0,ResNet10,9,1,4,0.18720821304225155
l0,0,ResNet10,9,1,5,0.10601400496536811
l0,0,ResNet10,9,1,6,-0.06540019993335648
l0,0,ResNet10,9,1,7,-0.013336839477468393
l0,0,ResNet10,9,1,8,-0.10890156979002993
l0,0,ResNet10,9,1,9,-0.1063026514239542
l0,1,ResNet12,0,1,0,0.013154445403212962
l0,1,ResNet12,0,1,1,-0.34013411874515953
l0,1,ResNet12,0,1,2,0.07242283061031475
l0,1,ResNet12,0,1,3,-0.022503856540753417
l0,1,ResNet12,0,1,4,0.2384521175721935
l0,1,ResNet12,0,1,5,0.09381706795927637
l0,1,ResNet12,0,1,6,0.0846386354171592
l0,1,ResNet12,0,1,7,0.031500038876151104
l0,1,ResNet12,0,1,8,-0.0042197484595628875
l0,1,ResNet12,0,1,9,-0.16712741209283144
l0,1,ResNet12,1,2,0,-0.1274793460099948
l0,1,ResNet12,1,2,1,0.033789342903163294
l0,1,ResNet12,1,2,2,-0.13470659422326148
l0,1,ResNet12,1,2,3,-0.18786571536752258
l0,1,ResNet12,1,2,4,0.04357410591381786
l0,1,ResNet12,1,2,5,-0.1439827369862348
l0,1,ResNet12,1,2,6,0.20295696594374327
l0,1,ResNet12,1,2,7,-0.21637969447213432
l0,1,ResNet12,1,2,8,-0.015574791782731377
l0,1,ResNet12,1,2,9,0.5456684640811532
l0,1,ResNet12,2,3,0,-0.22262896128491913
l0,1,ResNet12,2,3,1,-0.23696337687797217
l0,1,ResNet12,2,3,2,-0.12266783897187793
l0,1,ResNet12,2,3,3,-0.18951583038435904
l0,1,ResNet12,2,3,4,0.012540093321101444
l0,1,ResNet12,2,3,5,-0.05426898891007498
l0,1,ResNet12,2,3,6,0.41910969260576236
l0,1,ResNet12,2,3,7,-0.08943707396208418
l0,1,ResNet12,2,3,8,-0.08839977465025131
l0,1,ResNet12,2,3,9,0.5722320591146753
l0,1,ResNet12,3,0,0,-0.21433703364608142
l0,1,ResNet12,3,0,1,-0.5641316863502976
l0,1,ResNet12,3,0,2,0.05835808145637635
l0,1,ResNet12,3,0,3,-0.06581522279790358
l0,1,ResNet12,3,0,4,0.27364279556655097
l0,1,ResNet12,3,0,5,0.17935608563517882
l0,1,ResNet12,3,0,6,0.33764225431558864
l0,1,ResNet12,3,0,7,-0.05109892458833583
l0,1,ResNet12,3,0,8,-0.29398828780558867
l0,1,ResNet12,3,0,9,0.3403719382145119
l0,1,ResNet12,4,1,0,0.013154445403212962
l0,1,ResNet12,4,1,1,-0.34013411874515953
l0,1,ResNet12,4,1,2,0.07242283061031475
l0,1,ResNet12,4,1,3,-0.022503856540753417
l0,1,ResNet12,4,1,4,0.2384521175721935
l0,1,ResNet12,4,1,5,0.09381706795927637
l0,1,ResNet12,4,1,6,0.0846386354171592
l0,1,ResNet12,4,1,7,0.031500038876151104
l0,1,ResNet12,4,1,8,-0.0042197484595628875
l0,1,ResNet12,4,1,9,-0.16712741209283144
l0,1,ResNet12,5,2,0,-0.1274793460099948
l0,1,ResNet12,5,2,1,0.033789342903163294
l0,1,ResNet12,5,2,2,-0.13470659422326148
l0,1,ResNet12,5,2,3,-0.18786571536752258
l0,1,ResNet12,5,2,4,0.04357410591381786
l0,1,ResNet12,5,2,5,-0.1439827369862348
l0,1,ResNet12,5,2,6,0.20295696594374327
l0,1,ResNet12,5,2,7,-0.21637969447213432
l0,1,ResNet12,5,2,8,-0.015574791782731377
l0,1,ResNet12,5,2,9,0.5456684640811532
l0,1,ResNet12,6,3,0,-0.22262896128491913
l0,1,ResNet12,6,3,1,-0.23696337687797217
l0,1,ResNet12,6,3,2,-0.12266783897187793
l0,1,ResNet12,6,3,3,-0.18951583038435904
l0,1,ResNet12,6,3,4,0.012540093321101444
l0,1,ResNet12,6,3,5,-0.05426898891007498
l0,1,ResNet12,6,3,6,0.41910969260576236
l0,1,ResNet12,6,3,7,-0.08943707396208418
l0,1,ResNet12,6,3,8,-0.08839977465025131
l0,1,ResNet12,6,3,9,0.5722320591146753
l0,1,ResNet12,7,0,0,-0.21433703364608142
l0,1,ResNet12,7,0,1,-0.5641316863502976
l0,1,ResNet12,7,0,2,0.05835808145637635
l0,1,ResNet12,7,0,3,-0.06581522279790358
l0,1,ResNet12,7,0,4,0.27364279556655097
l0,1,ResNet12,7,0,5,0.17935608563517882
l0,1,ResNet12,7,0,6,0.33764225431558864
l0,1,ResNet12,7,0,7,-0.05109892458833583
l0,1,ResNet12,7,0,8,-0.29398828780558867
l0,1,ResNet12,7,0,9,0.3403719382145119
l0,1,ResNet12,8,1,0,0.013154445403212962
l0,1,ResNet12,8,1,1,-0.34013411874515953
l0,1,ResNet12,8,1,2,0.07242283061031475
l0,1,ResNet12,8,1,3,-0.022503856540753417
l0,1,ResNet12,8,1,4,0.2384521175721935
l0,1,ResNet12,8,1,5,0.09381706795927637
l0,1,ResNet12,8,1,6,0.0846386354171592
l0,1,ResNet12,8,1,7,0.031500038876151104
l0,1,ResNet12,8,1,8,-0.0042197484595628875
l0,1,ResNet12,8,1,9,-0.16712741209283144
l0,1,ResNet12,9,2,0,-0.1274793460099948
l0,1,ResNet12,9,2,1,0.033789342903163294
l0,1,ResNet12,9,2,2,-0.13470659422326148
l0,1,ResNet12,9,2,3,-0.18786571536752258
l0,1,ResNet12,9,2,4,0.04357410591381786
l0,1,ResNet12,9,2,5,-0.1439827369862348
l0,1,ResNet12,9,2,6,0.20295696594374327
l0,1,ResNet12,9,2,7,-0.21637969447213432
l0,1,ResNet12,9,2,8,-0.015574791782731377
l0,1,ResNet12,9,2,9,0.5456684640811532
l0,2,ShuffleNet,0,2,0,-0.02402084038414896
l0,2,ShuffleNet,0,2,1,-0.2789577975514201
l0,2,ShuffleNet,0,2,2,-0.028714067649360412
l0,2,ShuffleNet,0,2,3,-0.06817946331723973
l0,2,ShuffleNet,0,2,4,0.4845894219415946
l0,2,ShuffleNet,0,2,5,0.2425801377141558
l0,2,ShuffleNet,0,2,6,0.11538572794157337
l0,2,ShuffleNet,0,2,7,-0.1532311165818042
l0,2,ShuffleNet,0,2,8,-0.04085742874683391
l0,2,ShuffleNet,0,2,9,-0.2485945733665139
l0,2,ShuffleNet,1,3,0,-0.2664498774537512
