system,client,architecture,half,arm,mode,lambda,readout_gain,weighted_lambda
h9,0,ResNet10,u1,frozen,63,6.085550425732572e-05,0.048083510909562914,2.926146302864074e-06
h9,0,ResNet10,u1,frozen,64,4.2351447820492984e-05,0.017794018723626712,7.536024554905519e-07
h9,0,ResNet10,u1,crsf,1,15.407617820535068,1.0356938320737696,15.957574743678066
h9,0,ResNet10,u1,crsf,2,2.734709772871476,0.916163007669035,2.5054399306158355
h9,0,ResNet10,u1,crsf,3,1.3087157286895372,3.4820573748842647,4.557023254710438
h9,0,ResNet10,u1,crsf,4,0.7850812704354403,1.3855593949297598,1.0877767300352157
h9,0,ResNet10,u1,crsf,5,0.53462410550707,1.3642524420357338,0.72936224150919
h9,0,ResNet10,u1,crsf,6,0.33311944698470985,0.3527552333337121,0.11750962824908846
h9,0,ResNet10,u1,crsf,7,0.1964263745797949,1.6472350130049211,0.32356040168545797
h9,0,ResNet10,u1,crsf,8,0.13937735227855153,0.068640510019002,0.009566932545497887
h9,0,ResNet10,u1,crsf,9,0.11247977769109853,0.8492959678935472,0.09552862166261254
h9,0,ResNet10,u1,crsf,10,0.07666743323532382,0.380855568039196,0.02919921883494639
h9,0,ResNet10,u1,crsf,11,0.04453346823048348,0.9631397720919689,0.042891954441972795
h9,0,ResNet10,u1,crsf,12,0.04222650770276697,1.1809024028140527,0.049865384408643625
h9,0,ResNet10,u1,crsf,13,0.03361095787170017,1.9774891927409066,0.06646530594895698
h9,0,ResNet10,u1,crsf,14,0.027806698974956547,1.1609815229010856,0.03228306372279711
h9,0,ResNet10,u1,crsf,15,0.021161033583066625,0.24315713342778014,0.005145456266427468
h9,0,ResNet10,u1,crsf,16,0.016286510220968504,0.5294980643318088,0.008623675636723043
h9,0,ResNet10,u1,crsf,17,0.014457008415818135,0.7532140612603413,0.01088922202255331
h9,0,ResNet10,u1,crsf,18,0.01375897119258941,0.5370247151132508,0.007388907584951752
h9,0,ResNet10,u1,crsf,19,0.008892895516669906,0.2609783611992436,0.002320853298256613
h9,0,ResNet10,u1,crsf,20,0.007119993554106513,0.39260979874446333,0.0027953792363396342
h9,0,ResNet10,u1,crsf,21,0.007004487324691572,0.3337866045276889,0.002338004040566035
h9,0,ResNet10,u1,crsf,22,0.0057066951938760345,0.23292670456739362,0.0013292417054801282
h9,0,ResNet10,u1,crsf,23,0.004937514364878828,0.44145907927169725,0.0021797105454101867
h9,0,ResNet10,u1,crsf,24,0.004411505971305094,0.25496762578204013,0.0011247912036269527
h9,0,ResNet10,u1,crsf,25,0.004102549217836506,0.10889434535791424,0.00044674441137492946
h9,0,ResNet10,u1,crsf,26,0.003611617451150719,0.26174469543917317,0.0009453217097942478
h9,0,ResNet10,u1,crsf,27,0.0029214862802443282,0.36668430092006604,0.0010712631543189557
h9,0,ResNet10,u1,crsf,28,0.0028291675452396517,0.44624413090682236,0.0012624994124152563
h9,0,ResNet10,u1,crsf,29,0.0026095497314382733,0.18760865690654258,0.0004895741202459634
h9,0,ResNet10,u1,crsf,30,0.0023963530348889684,0.22707627634425834,0.0005441549239688495
h9,0,ResNet10,u1,crsf,31,0.002051359136500881,0.17982346317723835,0.0003688825041458576
h9,0,ResNet10,u1,crsf,32,0.0018160117303459122,0.19284760246015786,0.0003502135082367319
h9,0,ResNet10,u1,crsf,33,0.001720319510378914,0.21580235635583855,0.0003712490040246921
h9,0,ResNet10,u1,crsf,34,0.0015296432516854065,0.18020180952821063,0.0002756444818863264
h9,0,ResNet10,u1,crsf,35,0.001522786290791574,0.2932210371787503,0.00044651297558748735
h9,0,ResNet10,u1,crsf,36,0.0014991586709199064,0.12544363414983545,0.0001880599118474303
h9,0,ResNet10,u1,crsf,37,0.0011189186800630545,0.2506596265076785,0.0002804677384370698
h9,0,ResNet10,u1,crsf,38,0.0009547473730842272,0.11955263330797385,0.0001141425625960899
h9,0,ResNet10,u1,crsf,39,0.0009204445094098568,0.19915833317329332,0.00018331419427257677
h9,0,ResNet10,u1,crsf,40,0.000808516703996476,0.18670651427609214,0.00015095533553717702
h9,0,ResNet10,u1,crsf,41,0.0007630192175641896,0.1333311834846907,0.0001017342552993961
h9,0,ResNet10,u1,crsf,42,0.0007073801905304946,0.12733947480382363,9.007742194878186e-05
h9,0,ResNet10,u1,crsf,43,0.0006533302368695937,0.056645738104759535,3.700837349363552e-05
h9,0,ResNet10,u1,crsf,44,0.0005324064728851226,0.1504036818935749,8.007589378589418e-05
h9,0,ResNet10,u1,crsf,45,0.000486682954884544,0.06316413393319864,3.074090734533221e-05
h9,0,ResNet10,u1,crsf,46,0.0004337265633895642,0.04046190367896794,1.754940243087833e-05
h9,0,ResNet10,u1,crsf,47,0.00041002682681478723,0.09531967184118235,3.908362257806683e-05
h9,0,ResNet10,u1,crsf,48,0.00037390228643591135,0.09423817539641502,3.523586925026802e-05
h9,0,ResNet10,u1,crsf,49,0.00031128891202527405,0.021265521910302117,6.619721179107573e-06
h9,0,ResNet10,u1,crsf,50,0.0002767545709309559,0.10452141462903367,2.8926779258754747e-05
h9,0,ResNet10,u1,crsf,51,0.00026759189266407495,0.023695032014608184,6.340598463524853e-06
h9,0,ResNet10,u1,crsf,52,0.00023800318643726865,0.19616837611028698,4.668869859247287e-05
h9,0,ResNet10,u1,crsf,53,0.00021008988390552877,0.28444075445966016,5.975812508243102e-05
h9,0,ResNet10,u1,crsf,54,0.00019055287433136298,0.2566028452385528,4.8896409721812136e-05
h9,0,ResNet10,u1,crsf,55,0.00017393461694381528,0.05194715915226463,9.035409228468557e-06
h9,0,ResNet10,u1,crsf,56,0.0001582399030134264,0.16875942252024334,2.670447465220515e-05
h9,0,ResNet10,u1,crsf,57,0.00013185012523997942,0.1306726320658624,1.722920290332171e-05
h9,0,ResNet10,u1,crsf,58,0.00012744525910251617,0.07232145346554822,9.21702637558736e-06
h9,0,ResNet10,u1,crsf,59,0.00011277025321237203,0.037495787173175164,4.228409413916175e-06
h9,0,ResNet10,u1,crsf,60,0.00010327079729883776,0.0072725202980347325,7.51038969550028e-07
h9,0,ResNet10,u1,crsf,61,8.275126703532286e-05,0.04059203720512215,3.359042510268824e-06
h9,0,ResNet10,u1,crsf,62,7.238347348862602e-05,0.06103730123433219,4.418091875712564e-06
h9,0,ResNet10,u1,crsf,63,6.765005916962912e-05,0.060428895076748125,4.088018327497321e-06
h9,0,ResNet10,u1,crsf,64,4.778631180468679e-05,0.012522003544470682,5.983803657954693e-07
h9,0,ResNet10,u1,rawspec,1,16.88785156882249,1.1327759820767975,19.130152646040084
h9,0,ResNet10,u1,rawspec,2,2.4191996837571543,0.8100296014248495,1.9596233556009297
h9,0,ResNet10,u1,rawspec,3,1.2660036754752004,3.5033609159006804,4.435267796046426
h9,0,ResNet10,u1,rawspec,4,0.7939305287584943,1.4086974003886814,1.1184078719513022
h9,0,ResNet10,u1,rawspec,5,0.5690265553237587,1.4730653844214938,0.838213321464031
h9,0,ResNet10,u1,rawspec,6,0.31352092277104177,0.3773326241973868,0.11830167252998343
h9,0,ResNet10,u1,rawspec,7,0.19783109346580502,1.5757525111579107,0.3117328423138576
h9,0,ResNet10,u1,rawspec,8,0.13667991893675263,0.06917571253115244,0.009454930781150018
h9,0,ResNet10,u1,rawspec,9,0.1066234015599339,0.7499191772206825,0.07995893357029606
h9,0,ResNet10,u1,rawspec,10,0.07534870415639067,0.3790086785753027,0.028557812794675043
h9,0,ResNet10,u1,rawspec,11,0.0458358235993565,1.515520428080998,0.06946512700274188
h9,0,ResNet10,u1,rawspec,12,0.04185608887657981,0.6765672526515037,0.028318459057964766
h9,0,ResNet10,u1,rawspec,13,0.03252980014050769,1.6388831718014067,0.05331254203234109
h9,0,ResNet10,u1,rawspec,14,0.02846019215268462,1.4981329749161925,0.04263715233638789
h9,0,ResNet10,u1,rawspec,15,0.0213684766763201,0.27376556171995686,0.005849953020392569
h9,0,ResNet10,u1,rawspec,16,0.016914108704025314,0.4774650503631591,0.008075895764215395
h9,0,ResNet10,u1,rawspec,17,0.014452782747916549,0.6666899028470632,0.009635524326078195
h9,0,ResNet10,u1,rawspec,18,0.013552617915794806,0.648612653727796,0.00879039947132254
h9,0,ResNet10,u1,rawspec,19,0.00914182159690324,0.28508453134858863,0.002606191925625566
h9,0,ResNet10,u1,rawspec,20,0.007243366439318607,0.36985347345701075,0.002678984237103927
h9,0,ResNet10,u1,rawspec,21,0.006764754384117484,0.26057770765323085,0.0017627441902504774
h9,0,ResNet10,u1,rawspec,22,0.005685734843976262,0.3391366534969844,0.001928241087657308
h9,0,ResNet10,u1,rawspec,23,0.00481177738588206,0.596473989511209,0.0028701000539968886
h9,0,ResNet10,u1,rawspec,24,0.004342307759328243,0.17269699815038408,0.000749903515081108
h9,0,ResNet10,u1,rawspec,25,0.004169120405505669,0.10224392068459656,0.0004262672160650547
h9,0,ResNet10,u1,rawspec,26,0.003696254588167066,0.25201335584331735,0.0009315055228152413
h9,0,ResNet10,u1,rawspec,27,0.002974993690490273,0.4062121525036716,0.0012084785906988956
h9,0,ResNet10,u1,rawspec,28,0.0028465981176165334,0.32908826581385114,0.000936782037995398
h9,0,ResNet10,u1,rawspec,29,0.0025607576934970964,0.25020688070535174,0.0006407191947321397
h9,0,ResNet10,u1,rawspec,30,0.0023257809736113386,0.17455984146748119,0.0004059879580416793
h9,0,ResNet10,u1,rawspec,31,0.0020431122744640133,0.19509244878817794,0.00039859577677436826
h9,0,ResNet10,u1,rawspec,32,0.0017871423053592557,0.20722240771664457,0.0003703359314488198
h9,0,ResNet10,u1,rawspec,33,0.0016661815732176895,0.21480381646268937,0.00035790216084696764
h9,0,ResNet10,u1,rawspec,34,0.0014678184826332564,0.09735867722361638,0.00014290486587354958
h9,0,ResNet10,u1,rawspec,35,0.0014616318369814658,0.1516669165303692,0.0002216811938175982
h9,0,ResNet10,u1,rawspec,36,0.0014040971591149413,0.3155098266378518,0.00044300645125505537
h9,0,ResNet10,u1,rawspec,37,0.001088623550813788,0.2969854531960592,0.000323305358598336
h9,0,ResNet10,u1,rawspec,38,0.0009283241909287958,0.07353853647481143,6.826760237506705e-05
h9,0,ResNet10,u1,rawspec,39,0.000864101391248206,0.20580874299231486,0.00017783962115070374
