system,client,architecture,half,arm,mode,lambda,readout_gain,weighted_lambda
h9,0,ResNet10,u2,crsf,1,14.993398199501616,1.0218650286311657,15.321229280412187
h9,0,ResNet10,u2,crsf,2,2.740986876544682,0.9922347230468475,2.7197023543233563
h9,0,ResNet10,u2,crsf,3,1.2598255945498498,3.289707212956482,4.1444573454578295
h9,0,ResNet10,u2,crsf,4,0.7959736063239838,1.3583803540415074,1.0812349091660687
h9,0,ResNet10,u2,crsf,5,0.5492815772983093,1.479299865308132,0.8125521633136272
h9,0,ResNet10,u2,crsf,6,0.3255454115165646,0.3105377380177452,0.10109413571440998
h9,0,ResNet10,u2,crsf,7,0.1894475950157983,1.5389735106119935,0.2915548303784623
h9,0,ResNet10,u2,crsf,8,0.1366973240872096,0.057862126370572343,0.007909597840853206
h9,0,ResNet10,u2,crsf,9,0.11037160581311421,0.8724884288518325,0.0962979489457378
h9,0,ResNet10,u2,crsf,10,0.07479353881269052,0.46403656578904423,0.034706936893850494
h9,0,ResNet10,u2,crsf,11,0.044480410467345376,0.36064465977732013,0.016041622499751322
h9,0,ResNet10,u2,crsf,12,0.04314993081030436,2.0808431646680123,0.0897882385825195
h9,0,ResNet10,u2,crsf,13,0.03406229459225908,1.320593267564199,0.044982436916325766
h9,0,ResNet10,u2,crsf,14,0.02688235594137595,1.653041670374828,0.04443765456894278
h9,0,ResNet10,u2,crsf,15,0.020447063782582216,0.16662975909338065,0.0034070893122586632
h9,0,ResNet10,u2,crsf,16,0.0156823920940712,0.5331451944303945,0.008360991982127272
h9,0,ResNet10,u2,crsf,17,0.014182558834693933,0.6088928608529958,0.008635658823072719
h9,0,ResNet10,u2,crsf,18,0.013105394731923561,0.4295578121707741,0.005629524688679473
h9,0,ResNet10,u2,crsf,19,0.008617491688984255,0.21851841342449874,0.0018830806115756433
h9,0,ResNet10,u2,crsf,20,0.007087370976000586,0.2940777106090345,0.0020842378308591706
h9,0,ResNet10,u2,crsf,21,0.006971074321353682,0.5190008708460048,0.0036179936435147826
h9,0,ResNet10,u2,crsf,22,0.00571184421654326,0.20423930253203523,0.0011665830789584345
h9,0,ResNet10,u2,crsf,23,0.005069108133311782,0.48607749980893095,0.002463979407701308
h9,0,ResNet10,u2,crsf,24,0.004512067186928691,0.09057003675645052,0.00040865809096770586
h9,0,ResNet10,u2,crsf,25,0.003967090827446599,0.08211524245771751,0.0003257586251475646
h9,0,ResNet10,u2,crsf,26,0.0035969972709461364,0.27801778448064257,0.0010000292120513625
h9,0,ResNet10,u2,crsf,27,0.0031794178229116667,0.3804907711384983,0.0012097391392111455
h9,0,ResNet10,u2,crsf,28,0.0030543789176497747,0.36982753261967316,0.001129593418799964
h9,0,ResNet10,u2,crsf,29,0.0027116779068786503,0.22699806828696686,0.0006155456466778993
h9,0,ResNet10,u2,crsf,30,0.0023320070317760714,0.28931032817071684,0.0006746737196595545
h9,0,ResNet10,u2,crsf,31,0.002037865688636583,0.19559411741472885,0.0003985945407786311
h9,0,ResNet10,u2,crsf,32,0.001855745711277963,0.21496138929020622,0.00039891367626565283
h9,0,ResNet10,u2,crsf,33,0.0017448804732024849,0.1643155731086147,0.0002867110349602971
h9,0,ResNet10,u2,crsf,34,0.0015046919967364014,0.29677865813821136,0.0004465604717027351
h9,0,ResNet10,u2,crsf,35,0.001416968323752593,0.2294052985887826,0.0003250600414013104
h9,0,ResNet10,u2,crsf,36,0.0013778645158637817,0.1417638547866627,0.00019533138514260846
h9,0,ResNet10,u2,crsf,37,0.0010529547935013291,0.1932901357743804,0.00020352577500015658
h9,0,ResNet10,u2,crsf,38,0.0009187402034947162,0.3653052112737415,0.00033562058414331755
h9,0,ResNet10,u2,crsf,39,0.0008683637770235713,0.07958519725165089,6.910890248060951e-05
h9,0,ResNet10,u2,crsf,40,0.0008361427666701618,0.10017112436425621,8.375736106639003e-05
h9,0,ResNet10,u2,crsf,41,0.0007854973464762454,0.18053576071858518,0.00014181036098851902
h9,0,ResNet10,u2,crsf,42,0.0007058692333148287,0.10990841233357142,7.758096674874812e-05
h9,0,ResNet10,u2,crsf,43,0.0006572159976070644,0.10801607415899564,7.098989193600297e-05
h9,0,ResNet10,u2,crsf,44,0.0005995428967290364,0.14259090714374725,8.548936551618327e-05
h9,0,ResNet10,u2,crsf,45,0.0005188510423364978,0.08678600132091471,4.5029007245573274e-05
h9,0,ResNet10,u2,crsf,46,0.00045183926453877033,0.11268689116965079,5.091636202925547e-05
h9,0,ResNet10,u2,crsf,47,0.0003787299519897068,0.09816634504149088,3.717853514456883e-05
h9,0,ResNet10,u2,crsf,48,0.00033270727705165577,0.08268987691579036,2.7511523788389175e-05
h9,0,ResNet10,u2,crsf,49,0.0003143713464399929,0.13067161371967553,4.1079411146541045e-05
h9,0,ResNet10,u2,crsf,50,0.00028329080597715893,0.11605094592329848,3.2876166005022915e-05
h9,0,ResNet10,u2,crsf,51,0.00024379466363599314,0.03743342558411872,9.126069399023202e-06
h9,0,ResNet10,u2,crsf,52,0.0002114090328848414,0.23527684355228867,4.9739649955587485e-05
h9,0,ResNet10,u2,crsf,53,0.00019939383198723854,0.10889414501886012,2.171282085628458e-05
h9,0,ResNet10,u2,crsf,54,0.00018321054365726634,0.1432597331758572,2.624669359934371e-05
h9,0,ResNet10,u2,crsf,55,0.00016674506556516624,0.14022017226700492,2.338102181822064e-05
h9,0,ResNet10,u2,crsf,56,0.00014963027092137414,0.05309289065495832,7.944303612700306e-06
h9,0,ResNet10,u2,crsf,57,0.00013884112908811862,0.0343250974835455,4.765735290675197e-06
h9,0,ResNet10,u2,crsf,58,0.0001149302525718054,0.06643975929645143,7.63593831675112e-06
h9,0,ResNet10,u2,crsf,59,0.00010500423429196249,0.04152615519150322,4.360422128972998e-06
h9,0,ResNet10,u2,crsf,60,9.941631866940736e-05,0.08756297705800055,8.705188830840188e-06
h9,0,ResNet10,u2,crsf,61,7.988447372297205e-05,0.03166265253369919,2.529354334327887e-06
h9,0,ResNet10,u2,crsf,62,6.878671172075829e-05,0.04355337787074317,2.9958936480600638e-06
h9,0,ResNet10,u2,crsf,63,5.186247114552051e-05,0.034614369342864534,1.7951867312647016e-06
h9,0,ResNet10,u2,crsf,64,4.6285013389819704e-05,0.026920529874978713,1.2460170857244311e-06
h9,0,ResNet10,u2,rawspec,1,16.426375497367804,1.1075885656093392,18.193665675290003
h9,0,ResNet10,u2,rawspec,2,2.4233824535647353,0.8724203803488111,2.1142082418695813
h9,0,ResNet10,u2,rawspec,3,1.2228248557609018,3.3252561660262496,4.066205891589098
h9,0,ResNet10,u2,rawspec,4,0.8077328524764817,1.3619293762776958,1.1000750999722988
h9,0,ResNet10,u2,rawspec,5,0.5855165711352409,1.6137676770059755,0.9448877168494217
h9,0,ResNet10,u2,rawspec,6,0.3085560949782351,0.3333349765311753,0.1028525386781211
h9,0,ResNet10,u2,rawspec,7,0.19083532559488287,1.492568491435616,0.28483479403577894
h9,0,ResNet10,u2,rawspec,8,0.1344852399093936,0.06461222988368505,0.008689391236988274
h9,0,ResNet10,u2,rawspec,9,0.10605861793316985,0.7639301346384824,0.08102137427725781
h9,0,ResNet10,u2,rawspec,10,0.07376850363104112,0.44283410584034677,0.03266720934463247
h9,0,ResNet10,u2,rawspec,11,0.04520812558626279,1.451761353644338,0.0656314095968361
h9,0,ResNet10,u2,rawspec,12,0.042932097749707826,1.0043184657661404,0.04311749854410853
h9,0,ResNet10,u2,rawspec,13,0.03413155625581726,1.107414816310676,0.03779779110143337
h9,0,ResNet10,u2,rawspec,14,0.026740492084614865,1.9308093122504533,0.05163079113113392
h9,0,ResNet10,u2,rawspec,15,0.020606024387297663,0.18369364564396043,0.0037851957419310638
h9,0,ResNet10,u2,rawspec,16,0.01635425572213385,0.4980432268656681,0.00814512629283786
h9,0,ResNet10,u2,rawspec,17,0.014275403371431123,0.5423800840241761,0.00774269448007582
h9,0,ResNet10,u2,rawspec,18,0.01293726671290425,0.4745323084500225,0.006139151038308088
h9,0,ResNet10,u2,rawspec,19,0.00889858230588768,0.2026870633690921,0.001803627515728538
h9,0,ResNet10,u2,rawspec,20,0.007290875260422328,0.4619079567519152,0.0033677132944747654
h9,0,ResNet10,u2,rawspec,21,0.006823482880182825,0.30108947358832117,0.002054478868433168
h9,0,ResNet10,u2,rawspec,22,0.005585241792076586,0.3123824496203477,0.0017447315127308248
h9,0,ResNet10,u2,rawspec,23,0.005017499153353613,0.5771972357572475,0.0028960866417300345
h9,0,ResNet10,u2,rawspec,24,0.004497181939265021,0.07939422567772593,0.00035705027779980023
h9,0,ResNet10,u2,rawspec,25,0.003981034158816077,0.06252237563085276,0.00024890371307675473
h9,0,ResNet10,u2,rawspec,26,0.0036523837783783916,0.26566089890267713,0.0009702955577015598
h9,0,ResNet10,u2,rawspec,27,0.0032717649476997263,0.4330199272627081,0.0014167394196736135
h9,0,ResNet10,u2,rawspec,28,0.0030683966892373574,0.31169273811277065,0.0009563969656845522
h9,0,ResNet10,u2,rawspec,29,0.002647278006171501,0.2310077681623074,0.0006115417839108415
h9,0,ResNet10,u2,rawspec,30,0.0022829794741484936,0.28930095993158356,0.000660468153375261
h9,0,ResNet10,u2,rawspec,31,0.0020662933018080194,0.15756136563996984,0.0003255679944455939
h9,0,ResNet10,u2,rawspec,32,0.0018358113828276096,0.21125961751414546,0.00038783281056427527
h9,0,ResNet10,u2,rawspec,33,0.0016794964780936959,0.14484513517687594,0.00024326689439856846
h9,0,ResNet10,u2,rawspec,34,0.0014270926216001956,0.2656969246476703,0.00037917412074655346
h9,0,ResNet10,u2,rawspec,35,0.0013901980667998292,0.17833388277859397,0.0002479194190837087
h9,0,ResNet10,u2,rawspec,36,0.001296229878161461,0.2389507248846631,0.00030973506900383964
h9,0,ResNet10,u2,rawspec,37,0.0010326447773787197,0.2223425269778213,0.00022960084927283427
h9,0,ResNet10,u2,rawspec,38,0.0008683501599255531,0.29398726016039356,0.00025528388437635294
h9,0,ResNet10,u2,rawspec,39,0.0008464077652675762,0.07559524382693522,6.398440139241378e-05
h9,0,ResNet10,u2,rawspec,40,0.0008255621952056191,0.15055621182128,0.0001242935167330181
h9,0,ResNet10,u2,rawspec,41,0.0007466527633433248,0.1436271089438566,0.0001072395777839433
h9,0,ResNet10,u2,rawspec,42,0.0006942763418387447,0.11243227209865245,7.805906657727077e-05
h9,0,ResNet10,u2,rawspec,43,0.0006341926882558171,0.12787832932817886,8.109950144630045e-05
h9,0,ResNet10,u2,rawspec,44,0.000566063795571461,0.11414655029875918,6.461422951350431e-05
h9,0,ResNet10,u2,rawspec,45,0.0004986848716543768,0.09153992283224383,4.564957466884907e-05
h9,0,ResNet10,u2,rawspec,46,0.00042320749179276655,0.1400503244949245,5.927034655426005e-05
h9,0,ResNet10,u2,rawspec,47,0.0003749682850198892,0.08443380882772078,3.166000049382764e-05
h9,0,ResNet10,u2,rawspec,48,0.00031454944342367914,0.12652312135870683,3.979777740360784e-05
h9,0,ResNet10,u2,rawspec,49,0.0003085772033284547,0.0611107546361699,1.8857385758920703e-05
h9,0,ResNet10,u2,rawspec,50,0.0002840087476625408,0.13349129143946364,3.791269450557732e-05
h9,0,ResNet10,u2,rawspec,51,0.0002394168287910598,0.06247693183401735,1.4958028892295645e-05
h9,0,ResNet10,u2,rawspec,52,0.00020272045015568365,0.22332850915186614,4.5273255907864024e-05
h9,0,ResNet10,u2,rawspec,53,0.00018671323226393332,0.11408745115544082,2.130163676598597e-05
h9,0,ResNet10,u2,rawspec,54,0.00016998844349406085,0.14875404066909206,2.5286467836791186e-05
h9,0,ResNet10,u2,rawspec,55,0.0001588713400658294,0.1344471040208723,2.1359791583765943e-05
h9,0,ResNet10,u2,rawspec,56,0.0001427411740946315,0.050625003396387994,7.22627242334513e-06
h9,0,ResNet10,u2,rawspec,57,0.00013235950540206888,0.03502875835219788,4.636389130345501e-06
h9,0,ResNet10,u2,rawspec,58,0.00010717152202949258,0.05439956012834108,5.830083656689212e-06
h9,0,ResNet10,u2,rawspec,59,0.00010201037839249158,0.03525010950638062,3.5958770091226517e-06
h9,0,ResNet10,u2,rawspec,60,9.28004016133748e-05,0.10711316421864302,9.94014465756944e-06
h9,0,ResNet10,u2,rawspec,61,7.933989387628631e-05,0.024393195437635868,1.935353537325541e-06
h9,0,ResNet10,u2,rawspec,62,6.307376458044083e-05,0.03988441988212444,2.5156605100725704e-06
h9,0,ResNet10,u2,rawspec,63,4.8309669069831664e-05,0.03192072025850807,1.5420794321591962e-06
h9,0,ResNet10,u2,rawspec,64,4.153414635191269e-05,0.03475493066203457,1.4435163765675215e-06
h9,3,Mobilenetv2,u1,frozen,1,14.639984563593796,1.0384951058064353,15.20355231837392
h9,3,Mobilenetv2,u1,frozen,2,1.7093632290581466,0.5575286956502862,0.9530190514893498
h9,3,Mobilenetv2,u1,frozen,3,0.8439263953753717,1.446686950982496,1.220897303779245
h9,3,Mobilenetv2,u1,frozen,4,0.42097885320387773,0.8428500513910627,0.354822048057439
h9,3,Mobilenetv2,u1,frozen,5,0.357208554227557,0.32770741808436765,0.11705989302356253
h9,3,Mobilenetv2,u1,frozen,6,0.20885246739151464,0.7302833217445078,0.15252147364121182
h9,3,Mobilenetv2,u1,frozen,7,0.12187374151728264,0.45895899696342396,0.05593505016295164
h9,3,Mobilenetv2,u1,frozen,8,0.07479425623366168,0.39191652890065565,0.02931310528480291
h9,3,Mobilenetv2,u1,frozen,9,0.05905023631294245,0.742471599658139,0.04384312341546151
h9,3,Mobilenetv2,u1,frozen,10,0.028982032108334818,0.7170160378939905,0.02078058183243465
h9,3,Mobilenetv2,u1,frozen,11,0.025275506760832737,0.35413774725872416,0.008951011025103957
h9,3,Mobilenetv2,u1,frozen,12,0.018369419236543234,0.8048080801937467,0.014783857030036441
h9,3,Mobilenetv2,u1,frozen,13,0.013239780612987646,1.7026538930370014,0.022542764003659232
h9,3,Mobilenetv2,u1,frozen,14,0.007760089150938646,0.4401350528688288,0.0034154872487152056
h9,3,Mobilenetv2,u1,frozen,15,0.006606453895356555,0.38935324104956065,0.00257224423600157
h9,3,Mobilenetv2,u1,frozen,16,0.005589008093258884,0.10156998869824269,0.0005676754888666917
h9,3,Mobilenetv2,u1,frozen,17,0.004255586392583685,0.19507653963334368,0.0008301650675759692
h9,3,Mobilenetv2,u1,frozen,18,0.0037626672230050297,0.4885942964626975,0.001838417744647394
h9,3,Mobilenetv2,u1,frozen,19,0.0029083032608339205,0.3643704140062265,0.0010596996632057142
h9,3,Mobilenetv2,u1,frozen,20,0.0023906254391797563,0.4612542021831298,0.0011026860296675528
h9,3,Mobilenetv2,u1,frozen,21,0.001727389047480128,0.2529894069332169,0.00043701113066493206
h9,3,Mobilenetv2,u1,frozen,22,0.0014854084989504755,0.4773886383576955,0.0007091171407189159
h9,3,Mobilenetv2,u1,frozen,23,0.0012851119612668001,0.16436432847345533,0.00021122656452682274
h9,3,Mobilenetv2,u1,frozen,24,0.0011057030012794618,0.06567776088417203,7.262009732694385e-05
h9,3,Mobilenetv2,u1,frozen,25,0.0010339118262288616,0.09113391938315615,9.422443702083282e-05
h9,3,Mobilenetv2,u1,frozen,26,0.0008322891920845187,0.5376560756177845,0.0004474853407952588
h9,3,Mobilenetv2,u1,frozen,27,0.0008067260646497256,0.21387377247883052,0.00017253754680363772
h9,3,Mobilenetv2,u1,frozen,28,0.0005337246165727874,0.13540531712989276,7.226915096706869e-05
h9,3,Mobilenetv2,u1,frozen,29,0.00048759722214189113,0.07511660779984551,3.662664929992658e-05
h9,3,Mobilenetv2,u1,frozen,30,0.0004483148964640227,0.159653073593131,7.157485115806752e-05
h9,3,Mobilenetv2,u1,frozen,31,0.00040604477977872156,0.08413208828164828,3.4161395258645835e-05
h9,3,Mobilenetv2,u1,frozen,32,0.00032000495892332815,0.044546415606251534,1.4255073896260027e-05
h9,3,Mobilenetv2,u1,frozen,33,0.00029333561262442817,0.0942501173764492,2.7646915920544987e-05
h9,3,Mobilenetv2,u1,frozen,34,0.00027484164886492344,0.09573713002426444,2.6312550673464407e-05
h9,3,Mobilenetv2,u1,frozen,35,0.00020709883541083815,0.09088644763698188,1.882247746024707e-05
h9,3,Mobilenetv2,u1,frozen,36,0.000193921066223852,0.16041280012743125,3.110742123666513e-05
h9,3,Mobilenetv2,u1,frozen,37,0.00018761762792184367,0.11388093118134014,2.136607017377376e-05
h9,3,Mobilenetv2,u1,frozen,38,0.00013829954557781544,0.11128340207524118,1.5390443937359177e-05
h9,3,Mobilenetv2,u1,frozen,39,0.00012583323718282497,0.14530100237725896,1.8283695495039843e-05
h9,3,Mobilenetv2,u1,frozen,40,0.00010990711888876364,0.23471871980557357,2.5797258243089575e-05
h9,3,Mobilenetv2,u1,frozen,41,0.00010666937220564699,0.049096956847906076,5.237141564173882e-06
h9,3,Mobilenetv2,u1,frozen,42,9.567372076407248e-05,0.09567057335517921,9.15315972052213e-06
h9,3,Mobilenetv2,u1,frozen,43,9.069956912173653e-05,0.05694276326405096,5.16468409265047e-06
h9,3,Mobilenetv2,u1,frozen,44,7.687021543778724e-05,0.15487351383673817,1.1905160374237186e-05
h9,3,Mobilenetv2,u1,frozen,45,6.0084734735424346e-05,0.05026353074104095,3.020070911441293e-06
h9,3,Mobilenetv2,u1,frozen,46,5.74158872158696e-05,0.06754423465258085,3.878112158894813e-06
h9,3,Mobilenetv2,u1,frozen,47,5.219524098734898e-05,0.11835439507760087,6.177536172987287e-06
h9,3,Mobilenetv2,u1,frozen,48,4.495541692297242e-05,0.10579555670049672,4.756083360068798e-06
h9,3,Mobilenetv2,u1,frozen,49,4.427053187145907e-05,0.04907681316942571,2.172656621566703e-06
h9,3,Mobilenetv2,u1,frozen,50,4.0853522328025053e-05,0.0670135404946853,2.7377391728796372e-06
h9,3,Mobilenetv2,u1,frozen,51,3.195677178097956e-05,0.11889248383448374,3.799419972372399e-06
h9,3,Mobilenetv2,u1,frozen,52,3.081237797800385e-05,0.039680900008407474,1.2226628895664274e-06
h9,3,Mobilenetv2,u1,frozen,53,2.8024772321820468e-05,0.0193846397113633,5.432501144514761e-07
h9,3,Mobilenetv2,u1,frozen,54,2.2632841187960114e-05,0.05654051818720936,1.2796725688160798e-06
h9,3,Mobilenetv2,u1,frozen,55,2.0694186216464912e-05,0.04322054203284906,8.944139452043274e-07
h9,3,Mobilenetv2,u1,frozen,56,1.7528461363858788e-05,0.03520163183097405,6.170304434940103e-07
h9,3,Mobilenetv2,u1,frozen,57,1.5139010393994252e-05,0.016847151599247216,2.550492031702005e-07
h9,3,Mobilenetv2,u1,frozen,58,1.3523908697444616e-05,0.09573861676093937,1.2947603118945847e-06
h9,3,Mobilenetv2,u1,frozen,59,1.1568387701054466e-05,0.036600265016459445,4.234060556717435e-07
h9,3,Mobilenetv2,u1,frozen,60,1.1174047013939267e-05,0.06654661427492983,7.435949965265479e-07
h9,3,Mobilenetv2,u1,frozen,61,1.0703671532417427e-05,0.0056414220877140184,6.038392900261543e-08
h9,3,Mobilenetv2,u1,frozen,62,8.40518502279258e-06,0.038141743044271766,3.2058840737891614e-07
h9,3,Mobilenetv2,u1,frozen,63,7.518090190804067e-06,0.019151260840775765,1.4398090626856633e-07
h9,3,Mobilenetv2,u1,frozen,64,6.6474977208034e-06,0.04137948097202837,2.7507000544958625e-07
h9,3,Mobilenetv2,u1,crsf,1,14.249793483066513,1.0469744516731798,14.919169718389615
h9,3,Mobilenetv2,u1,crsf,2,1.7744271300872838,0.5917724031558578,1.050057006996704
h9,3,Mobilenetv2,u1,crsf,3,0.8566981637000534,1.4087148148505746,1.2068433950595479
h9,3,Mobilenetv2,u1,crsf,4,0.44277687739257793,0.8476023828896513,0.375298736366388
h9,3,Mobilenetv2,u1,crsf,5,0.3677348232532442,0.3090433568736093,0.11364600421750598
h9,3,Mobilenetv2,u1,crsf,6,0.21312351097925356,0.7759992801581869,0.1653836911046862
h9,3,Mobilenetv2,u1,crsf,7,0.123852079115962,0.4526073520495975,0.05605636157451281
h9,3,Mobilenetv2,u1,crsf,8,0.07685852331972376,0.3806072148735109,0.02925290850001085
h9,3,Mobilenetv2,u1,crsf,9,0.05888182475888954,0.7493986033041901,0.0441259572343139
h9,3,Mobilenetv2,u1,crsf,10,0.02915317397358496,0.7224399777942632,0.02106141835810901
h9,3,Mobilenetv2,u1,crsf,11,0.025356348301292114,0.3088862091865153,0.007832226305599058
h9,3,Mobilenetv2,u1,crsf,12,0.018807297497165906,0.8549526169832967,0.0160793482135854
h9,3,Mobilenetv2,u1,crsf,13,0.013320071375520109,1.6957561485974362,0.022587592934794933
h9,3,Mobilenetv2,u1,crsf,14,0.007787680208241273,0.4407182642595341,0.003432172903984421
h9,3,Mobilenetv2,u1,crsf,15,0.006675017147860886,0.3771759841198398,0.002517656161761236
h9,3,Mobilenetv2,u1,crsf,16,0.005772572501739101,0.1015060391190327,0.0005859509701789817
h9,3,Mobilenetv2,u1,crsf,17,0.00425492959246023,0.19970652890757054,0.0008497372196563363
h9,3,Mobilenetv2,u1,crsf,18,0.0038715094707664852,0.49245804937710824,0.001906556002118664
h9,3,Mobilenetv2,u1,crsf,19,0.0029388281979219806,0.3824856924316734,0.0011240597382199157
h9,3,Mobilenetv2,u1,crsf,20,0.0024258540590844447,0.44364329718468254,0.0010762138932610688
h9,3,Mobilenetv2,u1,crsf,21,0.0017588571858900555,0.2381430811150882,0.00041885966948927125
h9,3,Mobilenetv2,u1,crsf,22,0.0015174162756800918,0.4851093099593024,0.0007361127624161839
h9,3,Mobilenetv2,u1,crsf,23,0.001296764834057889,0.147469350047754,0.00019123306724330046
h9,3,Mobilenetv2,u1,crsf,24,0.0011029280730926276,0.06805217657770708,7.505665598260972e-05
h9,3,Mobilenetv2,u1,crsf,25,0.0010574422610421161,0.08700826268831735,9.200621402648069e-05
h9,3,Mobilenetv2,u1,crsf,26,0.0008536844955196492,0.4513313496173259,0.0003852945755102693
h9,3,Mobilenetv2,u1,crsf,27,0.0008247581395316786,0.2928291866324685,0.0002415132551675694
h9,3,Mobilenetv2,u1,crsf,28,0.0005430783016464349,0.12715913130930176,6.905736507029161e-05
h9,3,Mobilenetv2,u1,crsf,29,0.0004961924783257792,0.063943001019866,3.1728036147635136e-05
h9,3,Mobilenetv2,u1,crsf,30,0.00046134670533987414,0.17463176998512264,8.056579173030705e-05
h9,3,Mobilenetv2,u1,crsf,31,0.00041881250175902556,0.07599614655386255,3.182813626226873e-05
h9,3,Mobilenetv2,u1,crsf,32,0.00032432508550234894,0.04017230014166556,1.3028884678271708e-05
h9,3,Mobilenetv2,u1,crsf,33,0.000299734208431987,0.11311734985303296,3.390513931812298e-05
h9,3,Mobilenetv2,u1,crsf,34,0.0002795275788523533,0.08614872472454958,2.4080944443471213e-05
h9,3,Mobilenetv2,u1,crsf,35,0.00021356969957521483,0.10918785685841875,2.3319217786514054e-05
h9,3,Mobilenetv2,u1,crsf,36,0.00019959675448326378,0.15286236322938143,3.0510831583226336e-05
h9,3,Mobilenetv2,u1,crsf,37,0.0001888763206379779,0.0970497188643514,1.833039381804885e-05
h9,3,Mobilenetv2,u1,crsf,38,0.0001434179653875866,0.11838535096460713,1.6978586167039317e-05
h9,3,Mobilenetv2,u1,crsf,39,0.00012751689632392474,0.127511700404227,1.6259896280533164e-05
h9,3,Mobilenetv2,u1,crsf,40,0.00011354329317375157,0.2292250217877024,2.6026963851600686e-05
h9,3,Mobilenetv2,u1,crsf,41,0.00011019930365855618,0.06527451497653307,7.19320609706394e-06
h9,3,Mobilenetv2,u1,crsf,42,9.822359294292028e-05,0.10714263499284976,1.0523934566369562e-05
h9,3,Mobilenetv2,u1,crsf,43,9.305998791118418e-05,0.04615110497843173,4.294821271380649e-06
h9,3,Mobilenetv2,u1,crsf,44,7.916546177863465e-05,0.1537248135077638,1.2169695848176614e-05
h9,3,Mobilenetv2,u1,crsf,45,6.104185966390526e-05,0.05214706516366204,3.183153833604781e-06
h9,3,Mobilenetv2,u1,crsf,46,5.913312942148353e-05,0.0786265743242513,4.649435395483846e-06
h9,3,Mobilenetv2,u1,crsf,47,5.373343139482745e-05,0.12697019768816994,6.822544406664959e-06
h9,3,Mobilenetv2,u1,crsf,48,4.678565784359447e-05,0.09680394063926812,4.529036044660428e-06
h9,3,Mobilenetv2,u1,crsf,49,4.5332621540544346e-05,0.05363831803802621,2.4315655716891954e-06
h9,3,Mobilenetv2,u1,crsf,50,4.188089037373862e-05,0.060720684614271776,2.5430363357486736e-06
h9,3,Mobilenetv2,u1,crsf,51,3.236226536340676e-05,0.09278982037876365,3.0028887901203976e-06
h9,3,Mobilenetv2,u1,crsf,52,3.2131801413994846e-05,0.06917360013781744,2.2226723827194366e-06
h9,3,Mobilenetv2,u1,crsf,53,2.853181287008185e-05,0.021016727069751877,5.996453238957441e-07
h9,3,Mobilenetv2,u1,crsf,54,2.3342849051026342e-05,0.057979601253640274,1.3534090801024225e-06
h9,3,Mobilenetv2,u1,crsf,55,2.128075382138345e-05,0.037268034827665865,7.930918745743019e-07
h9,3,Mobilenetv2,u1,crsf,56,1.765980200527164e-05,0.03685684916715596,6.508846588301352e-07
h9,3,Mobilenetv2,u1,crsf,57,1.547114263615196e-05,0.014973233852836004,2.3165303666168497e-07
h9,3,Mobilenetv2,u1,crsf,58,1.3886883649011016e-05,0.0908120196028747,1.2610959501568286e-06
h9,3,Mobilenetv2,u1,crsf,59,1.2043605854826175e-05,0.03349199940614687,4.033644401377052e-07
h9,3,Mobilenetv2,u1,crsf,60,1.151501711965818e-05,0.0692832619815096,7.977979478228457e-07
h9,3,Mobilenetv2,u1,crsf,61,1.068535768968835e-05,0.009224312604205155,9.856507961743271e-08
h9,3,Mobilenetv2,u1,crsf,62,8.594372259059057e-06,0.04017242290535241,3.452567569969494e-07
h9,3,Mobilenetv2,u1,crsf,63,7.818267445085096e-06,0.01921889770982052,1.5025848229511027e-07
h9,3,Mobilenetv2,u1,crsf,64,6.941972681365023e-06,0.042684880418914,2.963172737754338e-07
h9,3,Mobilenetv2,u1,rawspec,1,14.454734098695408,1.0488155683021694,15.16035015837997
h9,3,Mobilenetv2,u1,rawspec,2,1.7247225337129015,0.5564475133756784,0.9597175651475438
h9,3,Mobilenetv2,u1,rawspec,3,0.8344574223070962,1.407639336198853,1.1746150920225669
h9,3,Mobilenetv2,u1,rawspec,4,0.426523005514341,0.918602370056195,0.39180504374896524
h9,3,Mobilenetv2,u1,rawspec,5,0.36271096538651865,0.33336311663584967,0.12091445785924765
h9,3,Mobilenetv2,u1,rawspec,6,0.21086828710163033,0.7121038722188571,0.15016012377322863
h9,3,Mobilenetv2,u1,rawspec,7,0.1265828943779701,0.4443904534369872,0.05625222982999239
h9,3,Mobilenetv2,u1,rawspec,8,0.07701250616593283,0.3919204178880116,0.030182773599155464
h9,3,Mobilenetv2,u1,rawspec,9,0.061337130479969186,0.7476803064782451,0.04586056451575947
h9,3,Mobilenetv2,u1,rawspec,10,0.028711565945160607,0.7236044595929755,0.02077581715981602
h9,3,Mobilenetv2,u1,rawspec,11,0.025563608583139674,0.3272496382649396,0.008365681661578963
h9,3,Mobilenetv2,u1,rawspec,12,0.018545489894485116,0.7435208090821485,0.013788957651172381
h9,3,Mobilenetv2,u1,rawspec,13,0.013551462484814961,1.7512665229227948,0.023732222586300596
h9,3,Mobilenetv2,u1,rawspec,14,0.007775081141218237,0.434840697716029,0.0033809217082460775
h9,3,Mobilenetv2,u1,rawspec,15,0.006688072532408418,0.40373074089909233,0.0027001804786961196
h9,3,Mobilenetv2,u1,rawspec,16,0.005743549920411332,0.11077209307065844,0.0006362250463397769
h9,3,Mobilenetv2,u1,rawspec,17,0.0042843763684767,0.20505870034094925,0.000878548649891308
h9,3,Mobilenetv2,u1,rawspec,18,0.003773222299714647,0.4989874910337678,0.0018827907284472752
